customer_id,age,gender,city,signup_date,customer_segment,avg_monthly_orders,preferred_cuisine,avg_order_value,payment_preference
11360,38,Male,Pune,2026-02-12,Regular,9.65,Chinese,384.7,Credit Card
11361,44,Male,Delhi,2024-12-15,VIP,9.77,Burgers,848.0,Credit Card
11362,48,Female,Delhi,2024-10-08,Regular,9.32,Pizza,543.0,Credit Card
11363,23,Male,Mumbai,2024-10-19,Regular,8.43,Desserts,696.36,UPI
11364,44,Male,Bangalore,2024-09-25,New,3.61,South Indian,244.76,UPI
11365,57,Male,Mumbai,2026-05-10,New,1.21,Burgers,282.72,UPI
11366,51,Male,Hyderabad,2024-07-15,Regular,8.38,Indian,596.49,Credit Card
11367,29,Male,Chennai,2025-06-20,Regular,6.38,Biryani,671.59,Credit Card
11368,62,Female,Mumbai,2025-10-14,Regular,7.42,Burgers,657.86,Debit Card
11369,24,Male,Bangalore,2026-01-04,New,3.67,Indian,295.91,UPI
11370,27,Female,Hyderabad,2024-01-20,New,2.12,Desserts,392.7,UPI
11371,62,Male,Delhi,2026-01-28,Regular,5.95,Biryani,381.85,UPI
11372,34,Male,Hyderabad,2026-04-19,Regular,8.88,Chinese,287.6,UPI
11373,43,Female,Pune,2025-12-13,Regular,6.56,Biryani,469.52,Wallet
11374,38,Male,Mumbai,2025-02-08,Regular,5.87,South Indian,274.66,Debit Card
11375,45,Female,Bangalore,2024-04-24,Regular,6.6,Indian,699.31,UPI
11376,63,Female,Mumbai,2026-06-13,Regular,4.19,Burgers,411.24,Debit Card
11377,19,Male,Delhi,2025-12-01,Regular,9.34,Desserts,681.25,Credit Card
11378,60,Female,Delhi,2024-01-26,New,3.08,Biryani,310.42,Credit Card
11379,18,Male,Bangalore,2025-07-19,Regular,4.63,Chinese,435.08,Cash
11380,53,Female,Pune,2025-11-12,Regular,5.73,Biryani,303.24,Credit Card
11381,43,Male,Chennai,2025-01-29,New,2.65,Pizza,214.33,Wallet
11382,46,Female,Hyderabad,2026-07-21,VIP,14.42,Burgers,585.63,Wallet
11383,38,Male,Hyderabad,2025-01-15,Regular,5.75,South Indian,623.47,UPI
11384,28,Female,Delhi,2025-06-06,Regular,6.56,Chinese,690.75,UPI
11385,57,Female,Mumbai,2025-06-22,Regular,5.55,Burgers,309.47,UPI
11386,28,Female,Mumbai,2026-05-11,New,3.37,Indian,356.51,Debit Card
11387,53,Female,Pune,2024-03-23,New,3.66,Indian,329.2,Wallet
11388,56,Female,Chennai,2026-03-12,Regular,5.75,Indian,367.16,Debit Card
11389,57,Female,Mumbai,2025-07-03,New,2.15,Burgers,169.2,UPI
11390,52,Male,Hyderabad,2025-03-20,New,3.0,South Indian,277.29,Debit Card
11391,51,Male,Mumbai,2024-03-27,VIP,20.0,Indian,668.26,Debit Card
11392,64,Male,Chennai,2026-04-12,Regular,8.81,Burgers,450.88,UPI
11393,41,Male,Hyderabad,2025-01-21,New,2.52,Burgers,231.78,UPI
11394,39,Male,Mumbai,2025-10-29,Regular,8.25,Desserts,528.26,Credit Card
11395,22,Female,Hyderabad,2025-02-01,Regular,9.02,South Indian,476.05,Debit Card
11396,50,Male,Delhi,2026-03-30,Regular,9.78,Chinese,400.64,Credit Card
11397,53,Female,Delhi,2024-10-12,New,2.6,Chinese,273.22,UPI
11398,64,Male,Pune,2025-11-28,Regular,4.05,Burgers,375.99,UPI
11399,37,Male,Delhi,2025-11-24,New,2.31,Chinese,207.15,Debit Card
11400,36,Female,Mumbai,2025-01-03,Regular,5.59,Pizza,680.76,Cash
11401,52,Female,Chennai,2025-10-16,Regular,6.81,South Indian,578.03,Wallet
11402,60,Female,Hyderabad,2025-02-25,New,1.31,Burgers,291.87,Credit Card
11403,34,Female,Bangalore,2025-12-18,New,2.39,Chinese,187.19,Wallet
11404,62,Male,Delhi,2025-10-15,Regular,4.75,Biryani,614.16,UPI
11405,60,Female,Delhi,2025-11-27,Regular,9.03,Chinese,396.63,Wallet
11406,51,Male,Bangalore,2025-03-18,New,2.0,South Indian,398.87,Credit Card
11407,26,Male,Bangalore,2026-01-22,New,2.18,Biryani,240.44,Debit Card
11408,43,Male,Mumbai,2025-06-03,VIP,18.02,Indian,1114.89,UPI
11409,19,Male,Hyderabad,2025-08-06,New,1.91,Chinese,228.61,Wallet
11410,26,Male,Delhi,2026-07-03,VIP,14.23,Biryani,1469.7,Credit Card
11411,26,Female,Chennai,2024-10-14,New,3.83,South Indian,311.13,UPI
11412,57,Female,Mumbai,2024-04-04,New,3.74,Biryani,274.04,UPI
11413,34,Male,Mumbai,2025-10-30,Regular,6.43,Desserts,438.72,UPI
11414,18,Male,Chennai,2024-02-10,New,2.52,Indian,325.33,UPI
11415,42,Male,Chennai,2024-11-26,New,3.48,Biryani,212.83,UPI
11416,60,Male,Pune,2026-03-23,New,3.51,Desserts,346.06,Credit Card
11417,57,Female,Chennai,2026-02-19,VIP,9.55,Burgers,837.04,Wallet
11418,59,Male,Bangalore,2024-06-03,Regular,5.81,Desserts,456.41,Cash
11419,42,Female,Delhi,2025-05-18,Regular,8.99,Indian,412.82,UPI
11420,56,Male,Pune,2024-10-01,Regular,7.99,Chinese,256.26,UPI
11421,52,Other,Bangalore,2025-10-27,Regular,9.17,Burgers,510.55,UPI
11422,20,Male,Pune,2025-07-18,Regular,9.86,Burgers,315.17,UPI
11423,54,Female,Delhi,2024-06-27,Regular,9.23,Indian,344.95,Wallet
11424,61,Male,Pune,2026-07-21,New,3.31,Burgers,280.3,Credit Card
11425,61,Female,Bangalore,2026-01-21,New,2.55,Desserts,239.06,Credit Card
11426,47,Male,Hyderabad,2024-05-16,New,2.17,Desserts,370.72,UPI
11427,55,Male,Delhi,2026-02-05,New,2.78,Indian,180.68,Debit Card
11428,51,Female,Mumbai,2026-01-05,New,2.55,Indian,268.38,Cash
11429,29,Female,Delhi,2024-06-28,VIP,14.9,Biryani,917.85,Credit Card
11430,36,Female,Delhi,2024-06-30,VIP,10.58,Desserts,1153.03,Cash
11431,54,Female,Delhi,2024-09-15,New,3.51,Indian,312.97,UPI
11432,61,Female,Hyderabad,2024-08-30,New,3.44,Desserts,276.45,UPI
11433,34,Male,Bangalore,2024-04-05,New,1.21,South Indian,214.2,Cash
11434,27,Male,Mumbai,2024-07-15,New,1.26,Chinese,364.24,Debit Card
11435,64,Male,Bangalore,2026-06-22,New,2.98,Burgers,314.38,UPI
11436,29,Female,Pune,2025-06-09,VIP,15.78,Pizza,757.27,UPI
11437,33,Male,Pune,2025-09-23,New,2.97,Biryani,219.01,Credit Card
11438,41,Male,Pune,2025-01-21,New,1.43,Chinese,309.26,Debit Card
11439,36,Female,Bangalore,2025-02-11,New,2.19,Pizza,328.54,Wallet
11440,25,Female,Chennai,2024-09-25,VIP,15.83,Indian,947.67,UPI
11441,48,Male,Hyderabad,2024-06-19,VIP,17.44,Burgers,1259.75,Debit Card
11442,38,Male,Chennai,2026-07-13,Regular,7.51,Biryani,286.34,Credit Card
11443,34,Male,Pune,2025-08-06,Regular,4.29,Chinese,602.71,Credit Card
11444,40,Male,Hyderabad,2025-11-21,New,2.19,Pizza,303.39,Credit Card
11445,54,Male,Bangalore,2024-06-18,New,3.7,Pizza,283.46,Credit Card
11446,33,Female,Pune,2024-06-07,Regular,6.22,Pizza,610.47,UPI
11447,23,Female,Bangalore,2025-05-23,Regular,6.47,Chinese,358.78,Credit Card
11448,25,Female,Hyderabad,2025-03-22,New,2.36,South Indian,321.2,UPI
11449,42,Male,Bangalore,2025-10-27,Regular,4.08,Indian,562.02,UPI
11450,35,Female,Bangalore,2026-07-02,Regular,7.38,Burgers,269.86,UPI
11451,42,Male,Mumbai,2024-03-22,New,1.28,Pizza,233.28,UPI
11452,29,Male,Chennai,2024-02-26,Regular,9.48,Biryani,250.65,Credit Card
11453,32,Female,Chennai,2025-06-02,Regular,7.51,Chinese,499.48,UPI
11454,43,Male,Chennai,2024-04-21,New,3.92,Biryani,359.59,UPI
11455,58,Male,Delhi,2024-02-17,Regular,4.59,Pizza,661.97,Cash
11456,62,Female,Mumbai,2025-08-14,VIP,17.23,Chinese,971.54,UPI
11457,43,Male,Pune,2026-06-05,New,1.42,Biryani,271.99,UPI
11458,64,Female,Pune,2025-01-10,Regular,4.1,South Indian,409.54,Debit Card
11459,49,Male,Pune,2026-04-07,New,2.69,Pizza,236.68,UPI
11460,27,Female,Chennai,2024-02-02,Regular,7.53,Desserts,576.4,Credit Card
11461,33,Male,Chennai,2025-05-18,Regular,4.27,Pizza,517.42,UPI
11462,24,Male,Mumbai,2025-09-18,Regular,5.44,Burgers,501.58,UPI
11463,34,Female,Bangalore,2026-06-14,New,1.94,Chinese,202.27,Wallet
11464,40,Male,Chennai,2024-01-03,VIP,8.8,Chinese,666.53,UPI
11465,43,Male,Pune,2025-04-30,Regular,8.68,South Indian,597.25,UPI
11466,38,Male,Bangalore,2025-05-30,Regular,9.52,Pizza,307.39,UPI
11467,39,Male,Chennai,2026-05-17,Regular,9.77,Burgers,686.42,UPI
11468,24,Male,Hyderabad,2026-02-10,New,3.18,Biryani,193.98,UPI
11469,31,Male,Delhi,2024-02-11,Regular,9.14,Indian,451.48,UPI
11470,32,Female,Chennai,2024-01-09,Regular,7.66,Burgers,260.22,Credit Card
11471,24,Male,Hyderabad,2026-03-29,Regular,6.75,Biryani,497.66,Debit Card
11472,26,Female,Mumbai,2025-10-18,New,2.94,Burgers,362.59,Credit Card
11473,25,Male,Hyderabad,2026-07-01,Regular,5.35,Biryani,362.39,Credit Card
11474,40,Male,Mumbai,2025-08-31,Regular,4.66,Burgers,693.49,Wallet
11475,46,Female,Chennai,2026-02-26,VIP,10.98,Desserts,704.33,Cash
11476,35,Male,Mumbai,2024-05-21,New,1.37,Burgers,157.5,Credit Card
11477,48,Other,Hyderabad,2026-02-28,Regular,7.46,Pizza,458.4,Wallet
11478,47,Male,Delhi,2025-03-11,Regular,6.9,Burgers,302.27,Credit Card
11479,56,Female,Bangalore,2024-01-27,VIP,8.57,Biryani,721.82,Debit Card
11480,52,Female,Bangalore,2024-02-12,Regular,6.87,Biryani,401.38,Credit Card
11481,35,Female,Delhi,2024-05-10,VIP,12.48,Chinese,537.0,Wallet
11482,59,Female,Pune,2024-08-03,VIP,8.61,Biryani,926.38,UPI
11483,56,Female,Bangalore,2025-08-28,New,3.44,Chinese,383.78,Debit Card
11484,34,Male,Chennai,2025-06-03,Regular,4.49,Desserts,523.48,Credit Card
11485,31,Male,Pune,2025-08-20,Regular,8.59,Desserts,266.94,Wallet
11486,48,Female,Chennai,2024-12-10,New,1.21,Biryani,160.63,Cash
11487,41,Male,Hyderabad,2025-05-22,New,3.71,Burgers,362.85,UPI
11488,52,Male,Hyderabad,2025-10-11,New,1.49,Biryani,350.93,Credit Card
11489,61,Female,Pune,2026-05-30,Regular,8.28,Desserts,494.79,UPI
11490,62,Male,Pune,2025-02-16,Regular,4.37,Chinese,389.65,UPI
11491,51,Female,Pune,2026-07-24,VIP,12.76,Desserts,515.89,Wallet
11492,20,Female,Pune,2024-09-02,Regular,6.27,Pizza,533.94,Credit Card
11493,54,Female,Mumbai,2025-03-24,Regular,8.16,Desserts,359.88,UPI
11494,60,Female,Pune,2024-01-21,New,3.13,Desserts,179.63,Debit Card
11495,57,Male,Pune,2025-02-11,Regular,6.6,Indian,268.32,Credit Card
11496,43,Male,Hyderabad,2025-04-01,Regular,9.88,Burgers,290.85,UPI
11497,40,Male,Chennai,2025-03-19,New,2.44,Biryani,175.04,UPI
11498,61,Male,Hyderabad,2026-07-10,Regular,9.09,Chinese,634.75,Credit Card
11499,56,Female,Bangalore,2024-09-21,Regular,8.95,Chinese,320.53,UPI
11500,32,Female,Mumbai,2025-10-21,New,3.78,Desserts,367.44,UPI
11501,21,Male,Mumbai,2024-07-02,Regular,9.49,Pizza,409.41,UPI
11502,46,Male,Chennai,2024-08-14,New,3.92,Desserts,160.07,Wallet
11503,39,Other,Pune,2026-03-14,Regular,8.09,Biryani,332.21,UPI
11504,42,Male,Hyderabad,2025-07-01,Regular,7.71,Pizza,678.99,Wallet
11505,30,Female,Bangalore,2024-09-02,New,3.68,Indian,399.29,Credit Card
11506,35,Male,Hyderabad,2024-03-13,Regular,5.68,Biryani,679.78,UPI
11507,50,Female,Pune,2024-05-29,Regular,6.05,South Indian,374.82,Credit Card
11508,33,Female,Pune,2025-05-27,Regular,5.31,South Indian,514.47,UPI
11509,62,Female,Delhi,2024-03-09,New,3.51,Biryani,246.98,Wallet
11510,59,Female,Hyderabad,2026-03-15,New,1.39,South Indian,333.54,Wallet
11511,61,Male,Chennai,2024-08-17,New,1.8,Indian,235.28,UPI
11512,19,Male,Hyderabad,2025-12-23,VIP,16.28,Burgers,565.0,Debit Card
11513,52,Female,Mumbai,2024-03-12,New,3.95,Desserts,336.78,UPI
11514,59,Male,Bangalore,2026-05-24,Regular,8.54,South Indian,303.89,UPI
11515,51,Female,Chennai,2025-08-30,VIP,9.4,Desserts,1223.83,UPI
11516,47,Female,Delhi,2025-01-31,Regular,8.95,South Indian,391.55,Debit Card
11517,30,Female,Bangalore,2024-03-24,Regular,8.68,Biryani,645.5,UPI
11518,30,Female,Bangalore,2026-01-09,VIP,16.44,Chinese,884.48,Credit Card
11519,35,Female,Mumbai,2024-10-25,Regular,5.53,Chinese,350.58,Wallet
11520,49,Female,Mumbai,2026-01-17,Regular,4.62,Burgers,265.24,Debit Card
11521,49,Male,Mumbai,2024-10-19,New,2.92,Biryani,312.11,Wallet
11522,52,Male,Chennai,2026-01-03,New,3.63,Pizza,366.87,UPI
11523,56,Male,Hyderabad,2024-08-10,Regular,9.88,Indian,313.59,Credit Card
11524,63,Female,Bangalore,2026-03-03,New,3.93,South Indian,314.9,Wallet
11525,46,Male,Hyderabad,2026-01-02,Regular,5.2,Biryani,585.29,UPI
11526,46,Female,Hyderabad,2024-08-03,New,2.02,Desserts,282.79,Debit Card
11527,61,Male,Mumbai,2024-08-18,New,1.44,Desserts,192.99,UPI
11528,33,Female,Hyderabad,2025-02-08,Regular,9.15,Biryani,320.15,Debit Card
11529,61,Male,Bangalore,2024-06-17,New,3.61,Indian,323.28,Debit Card
11530,64,Female,Bangalore,2024-11-24,Regular,9.78,Chinese,570.8,Wallet
11531,27,Female,Pune,2025-03-01,VIP,14.25,Indian,1182.23,Credit Card
11532,47,Male,Delhi,2025-07-07,Regular,9.33,Chinese,406.97,Wallet
11533,42,Male,Chennai,2026-02-08,Regular,5.04,Indian,337.3,UPI
11534,56,Female,Hyderabad,2024-07-14,VIP,8.94,Desserts,1313.5,UPI
11535,37,Female,Chennai,2026-06-22,New,2.86,Chinese,272.31,UPI
11536,22,Male,Chennai,2025-08-30,Regular,8.85,Indian,461.25,Credit Card
11537,18,Other,Chennai,2026-04-08,New,2.72,South Indian,235.13,Credit Card
11538,47,Female,Pune,2025-06-09,New,2.3,South Indian,193.22,Cash
11539,20,Female,Chennai,2025-09-16,VIP,13.68,Burgers,1457.07,UPI
11540,62,Male,Pune,2024-03-17,Regular,9.78,Indian,462.28,UPI
11541,31,Male,Bangalore,2024-10-03,Regular,4.84,Pizza,367.48,Cash
11542,47,Female,Hyderabad,2026-07-08,Regular,4.26,Burgers,671.34,UPI
11543,21,Female,Pune,2025-04-10,Regular,4.05,Indian,581.89,Credit Card
11544,35,Female,Delhi,2026-07-29,VIP,9.77,Pizza,628.72,UPI
11545,54,Male,Chennai,2025-03-23,Regular,4.34,South Indian,550.49,UPI
11546,42,Male,Delhi,2024-11-15,Regular,7.23,Desserts,489.73,UPI
11547,18,Male,Bangalore,2026-07-10,Regular,6.2,Desserts,316.42,UPI
11548,63,Male,Bangalore,2024-06-08,VIP,15.79,South Indian,761.27,Credit Card
11549,32,Male,Mumbai,2025-05-06,New,1.83,Desserts,386.43,Debit Card
11550,26,Male,Chennai,2024-11-08,Regular,4.33,Biryani,535.44,Wallet
11551,32,Other,Mumbai,2025-09-22,Regular,5.91,South Indian,270.34,UPI
11552,41,Male,Delhi,2024-06-09,New,1.04,Biryani,293.52,UPI
11553,21,Female,Hyderabad,2024-11-03,New,3.66,Desserts,390.1,Credit Card
11554,29,Female,Mumbai,2026-05-12,Regular,5.55,Pizza,456.74,UPI
11555,54,Female,Bangalore,2024-05-25,VIP,16.7,Chinese,528.36,Wallet
11556,54,Male,Chennai,2025-11-05,Regular,9.59,Indian,358.34,Credit Card
11557,60,Female,Delhi,2025-01-30,Regular,6.5,Burgers,534.25,Cash
11558,23,Female,Pune,2025-11-21,Regular,6.36,Biryani,276.54,UPI
11559,56,Female,Bangalore,2024-03-29,Regular,5.84,Burgers,445.42,UPI
11560,63,Female,Pune,2026-01-04,VIP,15.19,Desserts,1009.37,UPI
11561,41,Other,Hyderabad,2026-02-16,Regular,7.41,South Indian,388.66,UPI
11562,28,Female,Chennai,2026-01-20,New,3.39,Chinese,383.47,Debit Card
11563,30,Male,Hyderabad,2024-11-03,New,3.82,Biryani,361.19,Wallet
11564,51,Female,Hyderabad,2025-06-29,VIP,14.72,Indian,1386.83,UPI
11565,42,Male,Chennai,2025-01-05,VIP,19.85,Biryani,1190.29,UPI
11566,24,Female,Chennai,2025-03-26,New,3.51,Indian,283.97,UPI
11567,21,Male,Pune,2024-06-15,New,1.49,Burgers,221.04,Credit Card
11568,25,Male,Hyderabad,2025-01-26,Regular,9.74,Burgers,566.01,Credit Card
11569,37,Female,Delhi,2025-09-28,Regular,8.45,Burgers,668.97,Debit Card
11570,46,Female,Pune,2026-01-05,Regular,4.79,Indian,462.67,Debit Card
11571,62,Male,Chennai,2025-05-05,VIP,9.67,Biryani,711.31,Credit Card
11572,63,Male,Bangalore,2026-07-13,Regular,7.33,Burgers,488.83,Credit Card
11573,27,Female,Pune,2024-05-29,VIP,14.11,Indian,931.96,Wallet
11574,60,Male,Mumbai,2025-04-12,Regular,6.56,South Indian,658.82,UPI
11575,51,Female,Delhi,2025-12-01,Regular,7.87,Desserts,550.47,UPI
11576,43,Male,Pune,2024-02-12,Regular,5.7,Desserts,527.91,UPI
11577,58,Female,Chennai,2024-01-29,Regular,5.99,Desserts,666.91,UPI
11578,20,Female,Chennai,2026-05-23,New,2.81,Biryani,362.17,UPI
11579,23,Male,Delhi,2025-09-23,New,1.63,Biryani,267.32,UPI
11580,22,Male,Mumbai,2026-04-28,Regular,7.5,Biryani,587.05,UPI
11581,22,Male,Pune,2024-01-31,Regular,4.7,Chinese,510.98,Debit Card
11582,64,Female,Pune,2025-11-23,Regular,7.69,Burgers,457.45,Credit Card
11583,40,Female,Hyderabad,2025-11-04,New,3.69,Indian,291.94,UPI
11584,26,Female,Bangalore,2024-05-07,Regular,8.07,South Indian,632.62,Debit Card
11585,52,Male,Chennai,2026-02-05,New,2.88,Pizza,300.03,Debit Card
11586,37,Male,Pune,2024-10-20,Regular,7.41,South Indian,422.2,UPI
11587,59,Male,Pune,2025-03-16,Regular,7.68,Chinese,549.72,Cash
11588,52,Male,Pune,2026-05-18,Regular,8.14,South Indian,489.26,UPI
11589,35,Female,Mumbai,2025-01-22,Regular,8.54,Burgers,362.22,Debit Card
11590,34,Female,Bangalore,2026-02-04,Regular,4.82,Burgers,452.67,Cash
11591,41,Female,Pune,2025-10-03,Regular,9.79,Pizza,345.5,Debit Card
11592,20,Male,Delhi,2025-06-07,Regular,9.06,Biryani,475.19,Debit Card
11593,49,Female,Chennai,2025-06-30,New,1.64,Indian,337.01,Wallet
11594,52,Female,Hyderabad,2025-12-10,Regular,9.34,Desserts,266.49,UPI
11595,55,Female,Delhi,2026-01-29,Regular,6.29,South Indian,594.42,UPI
11596,30,Female,Chennai,2024-04-19,Regular,4.21,Pizza,259.0,Credit Card
11597,64,Male,Mumbai,2024-11-23,Regular,8.36,Desserts,482.77,Wallet
11598,42,Male,Bangalore,2025-02-08,VIP,10.69,Burgers,808.94,Credit Card
11599,26,Female,Bangalore,2024-09-01,New,2.85,Desserts,277.89,Cash
11600,21,Male,Chennai,2026-01-31,Regular,7.86,Biryani,592.46,UPI
11601,31,Male,Delhi,2026-05-27,VIP,9.14,Indian,609.15,Wallet
11602,54,Female,Hyderabad,2026-04-08,Regular,9.43,Indian,279.87,Wallet
11603,51,Female,Mumbai,2024-06-11,New,3.15,Chinese,242.88,UPI
11604,28,Female,Chennai,2025-07-13,VIP,12.28,Biryani,1384.82,Cash
11605,58,Male,Mumbai,2025-02-02,New,1.18,Burgers,150.85,UPI
11606,20,Male,Bangalore,2025-08-05,Regular,7.47,Indian,355.69,Cash
11607,45,Female,Pune,2025-02-02,Regular,9.51,Chinese,303.89,Wallet
11608,46,Other,Pune,2025-05-07,Regular,7.5,Chinese,382.81,UPI
11609,26,Female,Hyderabad,2025-10-07,Regular,9.52,Burgers,456.32,Credit Card
11610,20,Female,Mumbai,2024-08-26,New,1.53,Indian,332.52,Credit Card
11611,42,Female,Chennai,2025-04-09,New,2.16,Desserts,336.33,UPI
11612,51,Female,Hyderabad,2025-08-02,Regular,4.13,Biryani,413.11,UPI
11613,29,Male,Delhi,2026-02-28,New,1.8,Indian,386.73,UPI
11614,59,Female,Pune,2024-02-01,VIP,17.04,South Indian,1186.96,Credit Card
11615,26,Female,Chennai,2024-05-02,Regular,5.93,Indian,440.68,Credit Card
11616,32,Female,Mumbai,2025-06-17,New,2.44,Chinese,338.88,Wallet
11617,57,Female,Hyderabad,2025-10-28,Regular,5.01,Pizza,519.56,UPI
11618,42,Female,Chennai,2024-04-19,Regular,6.46,Burgers,521.29,Debit Card
11619,22,Male,Hyderabad,2024-09-27,New,3.42,Pizza,183.3,UPI
11620,28,Female,Hyderabad,2025-01-14,Regular,5.3,Indian,649.42,Debit Card
11621,51,Male,Hyderabad,2024-10-26,VIP,11.62,Biryani,863.89,Wallet
11622,41,Female,Mumbai,2025-09-18,Regular,7.54,Biryani,640.33,UPI
11623,32,Male,Chennai,2026-01-01,Regular,8.15,Desserts,276.74,UPI
11624,55,Male,Bangalore,2026-01-11,Regular,8.4,Desserts,393.16,Credit Card
11625,25,Male,Bangalore,2026-02-02,New,1.57,Chinese,175.96,UPI
11626,22,Female,Mumbai,2024-09-05,New,2.53,Pizza,365.76,UPI
11627,43,Male,Mumbai,2025-06-04,Regular,5.42,Burgers,451.88,UPI
11628,35,Male,Pune,2024-02-03,VIP,14.6,South Indian,1379.27,UPI
11629,23,Female,Hyderabad,2024-08-15,New,1.15,Pizza,256.37,Debit Card
11630,54,Male,Chennai,2025-08-07,Regular,7.56,Biryani,349.72,Wallet
11631,30,Female,Chennai,2025-02-02,VIP,18.04,South Indian,1308.71,Credit Card
11632,45,Female,Delhi,2026-03-23,New,2.89,Biryani,224.49,UPI
11633,22,Female,Delhi,2025-12-24,New,1.13,Desserts,175.24,UPI
11634,30,Male,Bangalore,2025-08-06,VIP,13.6,Desserts,708.86,Cash
11635,34,Female,Delhi,2025-07-23,Regular,7.71,Indian,257.24,Wallet
11636,57,Male,Delhi,2024-08-07,New,3.43,Indian,382.56,UPI
11637,62,Male,Bangalore,2025-01-05,Regular,6.79,Burgers,429.82,Wallet
11638,49,Male,Pune,2026-02-25,New,1.05,South Indian,330.77,Cash
11639,46,Female,Bangalore,2026-01-30,Regular,8.64,South Indian,416.5,UPI
11640,20,Male,Delhi,2025-06-11,Regular,5.36,Burgers,657.42,Debit Card
11641,57,Female,Chennai,2024-03-15,Regular,9.27,Desserts,480.06,Credit Card
11642,51,Female,Delhi,2025-09-09,Regular,4.4,Biryani,694.04,UPI
11643,57,Female,Hyderabad,2024-05-15,Regular,6.48,Pizza,492.98,UPI
11644,44,Male,Hyderabad,2026-07-17,New,2.15,Burgers,301.09,UPI
11645,30,Other,Hyderabad,2024-03-14,New,2.75,Desserts,310.81,Wallet
11646,62,Female,Pune,2024-09-10,Regular,4.24,Indian,380.47,Wallet
11647,50,Female,Mumbai,2024-01-18,Regular,4.91,South Indian,564.99,UPI
11648,23,Male,Hyderabad,2026-07-19,New,2.47,Chinese,222.8,Credit Card
11649,41,Female,Chennai,2024-02-12,Regular,7.49,Biryani,621.38,UPI
11650,36,Male,Pune,2024-02-19,Regular,8.77,Desserts,499.17,Credit Card
11651,33,Male,Mumbai,2025-05-29,Regular,4.1,Chinese,288.32,Debit Card
11652,57,Male,Mumbai,2026-01-13,Regular,6.51,Indian,413.97,Credit Card
11653,45,Female,Hyderabad,2025-12-31,New,1.46,South Indian,260.02,UPI
11654,50,Male,Delhi,2025-07-24,New,2.04,South Indian,252.54,UPI
11655,58,Male,Bangalore,2026-03-06,Regular,9.1,Burgers,366.46,Credit Card
11656,30,Female,Delhi,2026-03-24,Regular,9.78,Pizza,424.85,Debit Card
11657,60,Female,Delhi,2025-07-29,Regular,8.11,Burgers,626.77,Credit Card
11658,62,Male,Mumbai,2025-08-04,VIP,16.52,Chinese,573.42,Credit Card
11659,42,Female,Mumbai,2024-10-29,VIP,15.14,South Indian,1236.95,Debit Card
11660,59,Male,Pune,2024-05-21,New,3.66,Pizza,388.92,Credit Card
11661,53,Male,Pune,2026-06-21,New,3.11,Burgers,294.83,Cash
11662,44,Male,Mumbai,2024-07-20,Regular,9.49,Pizza,412.28,UPI
11663,55,Female,Chennai,2024-07-25,New,2.56,Desserts,381.09,Wallet
11664,24,Male,Chennai,2025-02-18,Regular,9.47,Biryani,674.16,UPI
11665,22,Male,Bangalore,2024-08-08,VIP,13.35,Biryani,1057.06,Credit Card
11666,60,Male,Mumbai,2024-12-27,Regular,9.91,Chinese,301.35,Credit Card
11667,62,Female,Hyderabad,2026-01-27,New,2.91,Pizza,332.07,UPI
11668,48,Male,Pune,2024-03-21,New,2.32,Desserts,391.22,Cash
11669,40,Male,Mumbai,2026-02-01,Regular,9.23,Biryani,347.26,UPI
11670,59,Male,Chennai,2025-07-16,Regular,8.49,South Indian,378.27,Debit Card
11671,27,Male,Mumbai,2024-10-11,Regular,8.22,Biryani,306.14,Wallet
11672,49,Female,Chennai,2025-01-03,New,1.82,Pizza,332.11,UPI
11673,60,Female,Mumbai,2025-05-06,New,3.92,Pizza,150.17,Cash
11674,47,Male,Hyderabad,2026-06-29,VIP,9.26,Burgers,922.98,Credit Card
11675,56,Male,Bangalore,2026-06-14,Regular,6.54,Desserts,560.05,Wallet
11676,48,Male,Hyderabad,2024-12-11,VIP,10.03,Desserts,1271.36,Debit Card
11677,35,Male,Chennai,2024-07-22,Regular,4.89,Pizza,323.83,Credit Card
11678,53,Male,Pune,2024-01-25,Regular,6.75,Pizza,428.73,UPI
11679,19,Female,Pune,2025-07-06,New,2.69,Chinese,184.46,Debit Card
11680,31,Other,Delhi,2024-03-09,Regular,7.91,Pizza,268.45,UPI
11681,30,Other,Hyderabad,2025-05-30,Regular,4.34,Desserts,544.52,Credit Card
11682,46,Female,Mumbai,2025-05-06,VIP,12.47,Burgers,981.15,UPI
11683,29,Female,Bangalore,2024-08-27,New,1.36,Desserts,229.52,UPI
11684,56,Female,Mumbai,2024-12-26,New,2.23,Burgers,357.75,UPI
11685,19,Male,Mumbai,2025-03-16,Regular,8.37,Desserts,250.04,Wallet
11686,49,Female,Hyderabad,2024-01-31,New,1.51,Desserts,399.62,Credit Card
11687,30,Male,Bangalore,2026-06-17,Regular,6.09,South Indian,665.85,Debit Card
11688,63,Female,Delhi,2025-09-20,New,2.24,Biryani,165.45,Wallet
11689,44,Female,Mumbai,2025-12-07,New,3.28,Chinese,260.75,Debit Card
11690,58,Male,Bangalore,2025-08-24,Regular,4.64,Indian,482.66,UPI
11691,34,Male,Delhi,2025-11-20,Regular,9.61,South Indian,487.02,Credit Card
11692,57,Female,Mumbai,2025-10-18,Regular,8.22,Pizza,384.33,Cash
11693,48,Male,Bangalore,2025-12-14,New,1.79,Biryani,298.03,UPI
11694,51,Female,Hyderabad,2024-11-17,VIP,16.7,Chinese,702.55,Credit Card
