driver_id,driver_age,vehicle_type,experience_years,rating,city,total_completed_deliveries,avg_delivery_time_min,acceptance_rate,active_hours_per_week
30370,31,Bike,2.7,4.39,Chennai,1045,32.97,0.83,57.5
30371,32,Bike,5.0,4.38,Mumbai,2169,21.31,1.0,30.5
30372,48,Bike,8.2,4.37,Mumbai,4186,38.42,0.86,47.8
30373,29,Scooter,9.9,4.58,Bangalore,4501,34.86,0.75,30.1
30374,43,Bike,5.8,4.15,Bangalore,3664,36.44,0.85,38.1
30375,26,Bike,4.6,3.77,Delhi,3025,29.08,0.91,49.9
30376,39,Bike,6.5,4.13,Mumbai,4463,26.79,0.85,51.7
30377,40,Car,5.1,3.62,Chennai,3199,30.27,0.8,52.9
30378,38,Scooter,2.1,3.83,Bangalore,1140,21.95,0.87,19.5
30379,47,Scooter,4.9,4.77,Hyderabad,2672,30.53,0.9,53.5
30380,53,Car,9.8,3.81,Mumbai,3671,53.5,0.79,21.6
30381,49,Scooter,6.6,3.79,Hyderabad,2674,38.69,0.85,27.3
30382,29,Car,3.2,4.43,Mumbai,2236,36.37,0.77,58.7
30383,47,Scooter,9.5,4.5,Bangalore,3842,27.67,0.88,21.5
30384,31,Bike,4.2,3.62,Delhi,2044,28.52,0.78,26.3
30385,28,Scooter,4.2,4.29,Mumbai,1907,33.36,0.87,30.1
30386,34,Bike,6.4,4.01,Pune,3681,20.0,0.94,51.3
30387,33,Bike,5.9,4.32,Bangalore,2561,36.56,0.9,29.4
30388,27,Scooter,3.3,4.09,Bangalore,1891,31.32,0.83,52.2
30389,35,Bike,4.9,3.72,Bangalore,3353,54.24,0.75,24.3
30390,38,Bike,3.7,4.03,Hyderabad,1483,45.07,0.85,42.0
30391,51,Bike,7.5,4.42,Bangalore,3362,39.62,0.82,58.2
30392,24,Scooter,1.7,4.88,Hyderabad,742,31.6,0.85,16.8
30393,33,Bike,7.6,4.34,Chennai,3193,46.66,0.86,55.9
30394,50,Bike,2.0,4.06,Pune,816,27.2,0.82,22.4
30395,39,Scooter,3.4,3.79,Pune,1876,39.84,0.8,41.1
30396,24,Bike,3.7,4.14,Pune,1921,31.03,0.88,17.2
30397,21,Car,9.9,4.07,Delhi,4984,38.31,0.97,40.7
30398,52,Bike,6.1,4.31,Pune,3783,33.43,0.87,42.7
30399,32,Scooter,7.9,4.18,Bangalore,2833,26.96,0.84,51.3
30400,32,Bike,5.8,4.37,Chennai,2133,33.98,0.93,33.7
30401,40,Bike,9.8,4.07,Bangalore,4951,42.49,0.83,56.2
30402,31,Car,2.2,4.8,Chennai,971,49.7,0.95,31.7
30403,50,Car,6.2,4.4,Pune,2290,43.79,0.91,19.1
30404,51,Scooter,8.1,3.95,Bangalore,4667,32.84,0.63,32.4
30405,48,Scooter,6.5,4.55,Delhi,3239,27.57,0.88,28.8
30406,49,Bike,9.0,3.8,Bangalore,3428,33.39,0.8,35.1
30407,42,Scooter,6.2,3.9,Hyderabad,2515,52.28,0.91,24.0
30408,49,Scooter,8.4,3.92,Bangalore,4949,25.86,0.72,31.7
30409,21,Scooter,2.2,4.66,Mumbai,948,34.8,0.84,54.9
30410,41,Scooter,3.0,4.14,Hyderabad,1145,27.86,0.84,44.4
30411,51,Bike,4.7,3.98,Chennai,3225,20.0,0.82,23.9
30412,47,Scooter,8.6,4.26,Pune,2882,49.83,0.93,17.4
30413,28,Bike,4.6,4.39,Pune,1650,35.63,1.0,24.7
30414,28,Scooter,6.5,4.76,Bangalore,3814,39.01,0.87,33.4
30415,26,Bike,4.3,3.68,Pune,2022,35.75,0.96,31.5
30416,35,Scooter,8.2,4.64,Pune,4929,40.89,0.96,53.2
30417,41,Bike,2.4,3.48,Pune,1250,42.22,1.0,41.4
30418,26,Bike,6.1,4.52,Bangalore,1928,29.01,0.91,52.9
30419,49,Bike,6.0,4.61,Bangalore,3441,49.51,0.92,59.9
30420,45,Bike,4.3,4.63,Mumbai,2675,45.79,0.84,28.1
30421,43,Bike,7.2,4.4,Delhi,3751,38.63,0.77,36.5
30422,47,Bike,0.8,3.83,Delhi,338,28.39,0.94,46.7
30423,43,Bike,8.5,4.46,Hyderabad,2602,28.34,0.81,38.0
30424,39,Bike,3.8,3.83,Hyderabad,2518,25.49,0.69,29.7
30425,48,Car,8.0,3.87,Mumbai,4662,35.01,0.97,51.7
30426,54,Bike,3.4,4.04,Pune,1080,42.1,0.84,55.2
30427,27,Scooter,2.3,4.07,Mumbai,1463,38.24,0.88,27.5
30428,33,Scooter,4.2,4.28,Mumbai,1349,31.66,0.76,27.7
30429,24,Scooter,8.1,3.96,Chennai,4735,25.91,0.92,40.5
30430,31,Bike,7.2,4.32,Pune,4158,44.05,0.83,51.7
30431,41,Bike,4.3,3.72,Pune,2865,30.25,0.86,38.4
30432,41,Scooter,9.4,4.21,Mumbai,3442,23.02,0.9,17.7
30433,46,Scooter,4.4,4.1,Mumbai,2318,36.95,0.85,28.3
30434,51,Scooter,3.8,4.55,Mumbai,1967,32.71,0.79,37.6
30435,24,Scooter,1.9,4.59,Mumbai,596,40.64,0.85,48.2
30436,23,Bike,1.2,4.14,Pune,666,31.18,0.82,49.9
30437,41,Scooter,3.8,3.51,Delhi,1526,35.63,0.64,48.9
30438,38,Scooter,1.4,3.68,Bangalore,606,35.33,0.85,19.3
30439,53,Bike,4.9,4.59,Bangalore,1943,33.06,0.92,42.7
30440,52,Scooter,8.7,4.15,Delhi,2804,29.84,0.7,34.1
30441,31,Scooter,5.0,4.81,Mumbai,1833,41.95,0.9,29.1
30442,51,Scooter,5.1,4.51,Pune,1952,37.4,0.9,52.2
30443,50,Car,2.9,4.29,Chennai,1539,35.41,0.95,31.1
30444,40,Scooter,2.1,4.24,Chennai,743,34.61,0.87,23.2
30445,46,Scooter,2.6,3.8,Hyderabad,1737,34.69,0.83,46.3
30446,31,Scooter,5.9,3.98,Bangalore,2317,29.73,0.85,21.1
30447,22,Bike,6.1,4.35,Hyderabad,3420,28.65,0.84,28.2
30448,37,Scooter,2.6,4.08,Mumbai,943,35.87,0.76,35.0
30449,44,Bike,4.3,4.36,Hyderabad,2657,38.58,0.82,21.4
30450,50,Scooter,5.9,4.56,Mumbai,1938,38.62,0.89,27.9
30451,26,Bike,7.7,4.14,Hyderabad,4581,42.16,0.84,43.9
30452,43,Bike,3.5,4.05,Delhi,1600,40.68,0.81,40.1
30453,46,Scooter,3.1,3.89,Pune,1507,32.12,0.86,53.0
30454,45,Bike,7.4,4.49,Mumbai,3304,52.99,0.79,21.3
30455,41,Bike,5.4,4.46,Chennai,2488,47.21,0.86,53.9
30456,43,Car,8.6,4.97,Mumbai,2598,28.2,0.89,18.4
30457,21,Bike,2.5,4.26,Chennai,776,36.97,0.86,48.5
30458,30,Scooter,7.8,4.17,Pune,4817,29.81,0.77,24.3
30459,45,Scooter,2.0,4.36,Chennai,770,29.45,0.92,55.6
30460,42,Bike,6.1,4.1,Hyderabad,3311,32.93,0.79,16.9
30461,28,Scooter,3.2,3.89,Bangalore,1796,43.49,0.85,41.1
30462,53,Scooter,1.5,4.23,Bangalore,868,27.2,0.96,15.6
30463,32,Bike,6.4,4.36,Bangalore,3449,51.5,0.71,48.1
30464,32,Bike,5.3,4.38,Chennai,2923,39.23,0.78,16.5
30465,32,Bike,5.1,4.36,Bangalore,2716,25.88,0.86,47.7
30466,31,Car,6.1,4.57,Mumbai,4094,39.26,0.81,51.4
30467,28,Bike,4.0,4.38,Mumbai,2263,31.41,0.73,55.3
30468,28,Bike,6.9,4.29,Pune,3044,31.14,0.85,31.2
30469,36,Bike,1.7,3.76,Mumbai,752,42.09,0.67,39.4
30470,38,Car,7.3,4.29,Pune,2422,35.39,1.0,48.0
30471,41,Scooter,6.0,4.14,Chennai,4180,32.8,0.92,51.9
30472,24,Car,5.1,3.81,Chennai,3347,36.97,0.78,50.2
30473,27,Car,1.7,4.38,Bangalore,539,26.62,0.83,53.2
30474,54,Car,3.1,4.38,Pune,1998,35.24,0.72,55.4
30475,54,Scooter,3.3,4.35,Hyderabad,1172,48.11,0.96,44.3
30476,50,Scooter,2.7,4.39,Chennai,1068,22.01,0.86,22.8
30477,46,Scooter,9.6,4.24,Delhi,5494,37.3,0.74,52.5
30478,32,Bike,9.2,4.11,Mumbai,5447,36.98,0.82,35.8
30479,31,Bike,5.7,4.82,Mumbai,2863,33.97,0.91,17.3
30480,49,Bike,2.5,4.25,Bangalore,1717,20.0,0.89,43.2
30481,23,Scooter,9.2,3.31,Hyderabad,4561,31.6,0.9,47.7
30482,31,Bike,7.6,3.35,Mumbai,3065,39.23,0.86,35.6
30483,29,Scooter,0.9,4.62,Chennai,273,45.62,0.67,37.8
30484,46,Scooter,5.2,3.56,Hyderabad,3363,30.99,1.0,39.7
30485,28,Bike,6.2,4.01,Mumbai,2840,26.42,0.82,26.4
30486,41,Bike,1.1,3.77,Bangalore,674,39.17,0.88,31.8
30487,28,Bike,1.0,4.09,Bangalore,609,39.96,0.98,51.3
30488,26,Bike,4.9,4.34,Bangalore,1555,31.14,0.87,16.3
30489,38,Scooter,0.5,3.97,Chennai,314,40.44,0.97,40.1
30490,26,Scooter,0.9,3.91,Bangalore,374,28.35,0.94,16.4
30491,41,Car,2.1,4.46,Delhi,1336,35.74,0.98,24.1
30492,43,Bike,9.1,5.0,Chennai,4521,36.72,0.9,31.8
30493,38,Scooter,7.8,4.39,Delhi,4185,28.2,0.82,23.4
30494,47,Scooter,4.8,3.88,Bangalore,1634,35.08,0.81,53.2
30495,23,Scooter,5.1,4.5,Hyderabad,2303,33.28,1.0,54.2
30496,32,Bike,7.0,4.81,Chennai,4818,24.9,0.84,21.9
30497,40,Scooter,5.0,4.57,Delhi,3351,30.21,0.93,55.2
30498,39,Bike,1.1,3.66,Chennai,767,35.01,0.8,25.3
30499,43,Bike,7.5,4.38,Delhi,3780,38.27,0.82,15.5
30500,25,Bike,1.0,4.04,Pune,627,32.74,0.86,48.2
30501,39,Scooter,5.1,4.22,Chennai,2458,39.88,0.82,38.3
30502,32,Bike,8.7,4.07,Mumbai,5886,41.74,0.8,37.4
30503,48,Scooter,1.6,4.46,Delhi,1111,34.87,0.83,15.1
30504,54,Car,7.2,4.08,Delhi,4688,50.03,0.91,59.0
30505,36,Scooter,0.9,4.7,Chennai,493,41.68,0.81,52.5
30506,24,Bike,9.9,4.2,Hyderabad,6886,36.09,0.85,58.5
30507,26,Scooter,7.0,4.12,Mumbai,4854,30.06,0.99,26.0
30508,27,Bike,9.7,4.4,Delhi,4753,40.1,0.89,42.2
30509,54,Scooter,6.8,4.33,Bangalore,2866,32.82,0.96,48.6
30510,24,Bike,2.8,4.41,Bangalore,1049,30.82,0.87,51.2
30511,35,Bike,9.3,4.15,Pune,5308,27.04,0.84,50.2
30512,33,Bike,6.5,4.67,Chennai,2040,32.14,0.97,40.8
30513,29,Bike,6.0,4.55,Hyderabad,3633,25.42,0.74,16.4
30514,37,Scooter,4.6,4.2,Mumbai,1474,46.52,0.92,59.7
30515,34,Bike,3.2,4.49,Delhi,1299,35.94,0.95,20.2
30516,51,Bike,5.5,4.11,Bangalore,2745,28.93,0.73,23.1
30517,22,Bike,4.0,4.4,Delhi,1355,36.33,0.8,52.1
30518,39,Scooter,8.6,4.49,Bangalore,2704,35.78,0.87,19.5
30519,39,Scooter,0.8,4.29,Chennai,393,47.52,0.89,24.6
30520,33,Car,5.5,3.91,Chennai,3600,42.0,0.94,15.9
30521,41,Scooter,8.4,3.78,Delhi,3891,29.34,0.76,22.1
30522,51,Scooter,0.8,4.3,Chennai,304,28.52,0.79,44.7
30523,48,Bike,3.2,3.95,Mumbai,1482,42.23,0.98,31.2
30524,21,Bike,1.0,4.57,Pune,589,33.38,0.92,21.1
30525,30,Scooter,6.2,3.67,Chennai,1962,24.28,0.9,26.9
30526,28,Bike,3.5,4.66,Mumbai,1093,32.34,0.85,48.9
30527,33,Car,9.6,4.22,Chennai,4657,33.87,0.85,40.1
30528,39,Scooter,6.4,3.9,Delhi,3652,40.37,0.92,36.4
30529,23,Bike,5.8,4.04,Mumbai,3163,35.62,0.92,17.1
30530,23,Scooter,9.2,4.13,Pune,5107,29.31,0.86,38.0
30531,47,Bike,2.6,4.37,Pune,952,38.2,0.75,36.7
30532,38,Bike,5.8,3.77,Pune,2989,35.89,0.74,34.9
30533,54,Bike,5.7,3.86,Hyderabad,2571,20.0,0.92,36.9
30534,50,Scooter,1.3,4.09,Pune,447,38.54,0.88,18.3
30535,28,Scooter,9.4,4.19,Delhi,3301,27.82,0.83,57.0
30536,41,Bike,7.2,4.45,Mumbai,4018,32.88,0.73,28.8
30537,39,Scooter,8.9,4.29,Bangalore,6077,31.19,0.96,44.4
30538,50,Bike,9.8,4.06,Pune,3356,20.0,0.8,31.2
30539,47,Car,5.1,4.28,Bangalore,2539,37.68,0.82,29.8
30540,40,Car,8.1,4.26,Hyderabad,3233,25.06,0.84,47.6
30541,34,Scooter,6.0,4.11,Bangalore,2475,32.2,0.75,33.8
30542,32,Scooter,9.8,4.24,Delhi,3819,32.94,0.74,42.7
30543,43,Bike,2.8,3.45,Pune,1451,23.15,0.87,27.3
30544,32,Bike,0.6,4.53,Mumbai,193,41.51,0.95,26.9
30545,50,Scooter,2.3,4.39,Pune,1373,32.27,1.0,24.0
30546,47,Bike,1.7,4.72,Delhi,922,32.84,0.9,28.5
30547,44,Scooter,4.7,3.92,Chennai,2133,36.15,1.0,17.9
30548,23,Bike,1.2,4.4,Chennai,464,32.48,0.9,18.5
30549,50,Scooter,2.6,3.53,Bangalore,1337,28.45,0.95,53.4
30550,53,Scooter,1.4,3.58,Hyderabad,954,26.94,0.85,27.6
30551,36,Bike,5.1,4.12,Hyderabad,2974,47.42,0.88,39.2
30552,38,Scooter,3.0,4.0,Pune,1235,34.73,0.88,37.3
30553,38,Bike,5.0,4.57,Chennai,2985,29.53,0.86,43.5
30554,34,Bike,1.3,4.61,Hyderabad,652,37.33,0.82,44.2
30555,52,Bike,5.4,4.65,Hyderabad,1723,41.33,0.91,31.5
30556,32,Bike,1.7,4.41,Bangalore,929,54.5,0.82,21.0
30557,22,Bike,1.4,4.42,Pune,550,34.87,0.88,23.0
30558,46,Scooter,3.4,3.75,Delhi,1577,31.42,0.83,31.2
30559,43,Car,8.8,4.69,Delhi,4324,20.0,0.97,40.2
30560,53,Car,8.0,4.64,Mumbai,4957,34.42,0.95,42.6
30561,45,Bike,9.6,3.72,Delhi,5107,31.03,0.8,57.0
30562,24,Car,4.9,4.36,Delhi,2136,35.64,0.83,28.7
30563,41,Car,3.5,4.01,Bangalore,1970,35.51,0.82,19.9
30564,24,Bike,9.7,4.85,Pune,3655,43.51,0.86,39.2
30565,51,Car,4.1,3.86,Bangalore,2579,36.4,0.68,18.0
30566,35,Car,0.6,4.23,Pune,228,35.67,0.89,22.5
30567,24,Scooter,8.3,4.27,Delhi,4344,36.24,0.74,39.9
30568,24,Bike,2.1,4.18,Mumbai,802,32.77,0.8,56.6
30569,23,Scooter,7.3,4.95,Delhi,3140,44.82,0.9,23.8
30570,25,Bike,0.6,4.79,Pune,281,37.83,0.99,31.3
30571,39,Car,1.6,3.63,Delhi,715,40.37,0.84,34.9
30572,52,Bike,5.1,4.37,Chennai,3435,33.3,0.88,57.9
30573,29,Car,1.1,4.2,Pune,428,27.44,0.76,48.1
30574,23,Bike,8.9,4.49,Mumbai,3311,28.11,0.82,29.9
30575,54,Bike,7.6,4.27,Pune,3853,45.49,0.79,27.2
30576,45,Car,3.6,3.92,Delhi,2446,48.12,0.87,38.3
30577,30,Car,6.2,3.84,Bangalore,3108,29.67,0.77,32.2
30578,52,Bike,7.3,4.06,Pune,4991,27.33,0.94,42.8
30579,25,Car,7.7,4.16,Delhi,2896,40.42,0.79,39.1
30580,49,Car,4.3,4.27,Hyderabad,1307,31.66,0.83,16.5
30581,27,Car,9.0,4.0,Chennai,3790,23.83,0.79,18.4
30582,35,Scooter,9.4,4.8,Chennai,5219,26.27,0.75,21.0
30583,22,Car,2.4,4.39,Chennai,1288,34.48,0.72,44.3
30584,30,Scooter,9.2,4.51,Mumbai,3649,50.93,0.66,59.0
30585,31,Car,7.3,4.15,Pune,4121,46.89,0.84,35.4
30586,41,Bike,8.9,3.84,Chennai,5625,30.8,0.93,21.7
30587,32,Scooter,4.5,4.51,Delhi,2586,25.18,0.81,42.5
30588,24,Car,6.8,3.85,Mumbai,4019,31.91,0.75,43.1
30589,48,Scooter,2.7,3.49,Hyderabad,1142,33.81,0.78,49.0
30590,49,Scooter,7.6,4.4,Bangalore,3888,35.67,0.83,46.9
30591,33,Car,6.0,3.94,Chennai,1902,30.57,0.79,46.0
30592,38,Scooter,5.1,4.08,Delhi,2262,30.84,0.92,47.6
30593,47,Bike,7.1,4.44,Mumbai,4446,39.24,0.95,51.9
30594,23,Bike,5.7,3.87,Pune,3511,32.47,0.83,55.3
30595,42,Bike,7.8,3.64,Pune,5275,33.07,0.72,15.2
30596,37,Scooter,8.7,4.63,Delhi,5981,36.77,0.77,45.0
30597,48,Bike,8.1,4.18,Pune,5581,40.57,0.84,57.4
30598,36,Bike,3.4,4.64,Chennai,1234,36.36,0.74,49.1
30599,25,Bike,9.8,4.42,Bangalore,3412,39.11,0.85,18.7
30600,42,Car,6.7,4.43,Mumbai,4355,45.94,0.88,48.1
30601,37,Bike,3.6,4.26,Delhi,1631,32.75,0.83,26.4
30602,31,Bike,0.9,4.26,Mumbai,398,39.92,0.85,23.3
30603,42,Scooter,9.9,4.6,Chennai,5083,29.08,0.77,24.1
30604,23,Bike,6.2,4.49,Pune,2979,34.97,0.79,58.7
30605,47,Bike,2.7,3.99,Chennai,1050,31.36,0.84,44.7
30606,33,Bike,5.2,4.37,Hyderabad,3316,36.07,0.81,59.0
30607,33,Scooter,4.3,3.98,Hyderabad,2853,41.79,0.85,53.1
30608,50,Bike,9.5,4.09,Chennai,5690,28.87,0.76,56.6
30609,38,Car,5.2,4.4,Mumbai,1659,43.21,0.73,40.0
30610,53,Bike,5.1,3.98,Delhi,1770,33.56,0.83,30.7
30611,37,Car,8.0,4.25,Delhi,3507,35.07,0.94,48.2
30612,30,Scooter,4.2,4.33,Mumbai,2195,29.93,0.72,15.8
30613,44,Scooter,2.4,4.08,Bangalore,1305,24.61,0.96,44.0
30614,49,Bike,7.8,4.45,Mumbai,2651,30.55,0.97,58.0
30615,28,Scooter,9.1,4.05,Chennai,6225,39.51,0.7,53.1
30616,34,Scooter,0.9,4.53,Chennai,460,27.57,0.95,23.5
30617,49,Scooter,8.7,4.25,Hyderabad,4112,38.71,0.74,20.8
30618,27,Scooter,4.7,4.26,Delhi,1769,26.63,0.89,52.2
30619,45,Bike,3.2,3.89,Hyderabad,2177,25.2,0.97,17.4
30620,50,Bike,0.9,4.12,Delhi,431,30.8,0.88,59.8
30621,48,Bike,2.5,4.27,Mumbai,867,30.88,0.89,36.0
30622,30,Car,3.7,4.56,Bangalore,2019,43.59,0.91,56.7
30623,54,Scooter,1.2,4.09,Pune,528,41.6,1.0,51.5
30624,36,Bike,2.3,4.56,Delhi,1433,31.2,0.8,46.4
30625,30,Scooter,7.5,3.94,Bangalore,3886,42.14,0.95,24.3
30626,49,Scooter,7.0,4.32,Bangalore,2395,35.87,0.75,18.9
30627,35,Bike,7.8,4.02,Bangalore,4681,26.58,0.75,44.5
30628,48,Scooter,2.1,4.74,Mumbai,885,32.91,0.88,23.5
30629,44,Bike,0.9,4.68,Bangalore,416,30.49,0.93,52.3
30630,40,Bike,5.0,4.3,Bangalore,3051,39.14,0.9,18.0
30631,49,Scooter,3.8,4.01,Chennai,1301,28.06,0.82,38.6
30632,22,Bike,7.9,3.67,Chennai,5459,32.35,0.82,34.0
30633,52,Bike,5.6,4.33,Delhi,3252,37.49,0.78,56.6
30634,50,Scooter,9.3,4.27,Chennai,3506,33.75,0.87,55.4
30635,29,Bike,1.1,4.5,Delhi,355,40.31,0.89,47.4
30636,39,Scooter,4.0,3.69,Bangalore,2071,36.4,0.94,49.0
30637,26,Scooter,4.3,4.25,Chennai,1942,26.93,0.74,46.8
30638,28,Bike,1.7,4.35,Hyderabad,530,38.29,1.0,45.4
30639,54,Bike,6.0,3.88,Pune,3262,44.35,0.76,59.9
30640,21,Scooter,0.9,4.24,Pune,381,35.2,0.77,48.1
30641,33,Scooter,7.3,3.95,Mumbai,3130,37.17,0.84,57.6
30642,26,Scooter,0.9,3.91,Chennai,328,27.81,0.85,34.7
30643,49,Bike,8.8,4.01,Mumbai,3134,29.68,0.9,59.9
30644,22,Scooter,1.1,4.11,Pune,393,46.81,0.9,42.7
30645,30,Bike,4.8,4.63,Chennai,3141,43.63,0.9,55.7
30646,51,Car,2.0,4.09,Pune,1026,36.06,0.97,19.1
30647,28,Scooter,1.8,3.9,Chennai,877,35.51,0.93,42.5
30648,48,Scooter,7.4,4.48,Hyderabad,4305,39.27,0.75,59.7
30649,51,Scooter,7.9,4.56,Bangalore,3380,27.75,0.82,18.0
30650,33,Bike,7.5,4.49,Delhi,4716,43.29,0.8,57.6
30651,27,Bike,4.3,4.68,Chennai,1629,40.29,0.83,21.6
30652,21,Scooter,9.9,4.27,Chennai,6148,32.74,0.95,59.8
30653,46,Scooter,3.7,4.25,Mumbai,1192,34.45,0.91,28.0
30654,36,Car,2.8,3.95,Bangalore,1015,34.25,0.84,50.7
30655,32,Scooter,10.0,4.69,Chennai,6570,31.79,0.95,16.2
30656,36,Bike,9.8,4.17,Chennai,3367,33.18,0.93,27.9
30657,54,Scooter,6.1,4.09,Delhi,2429,39.65,0.74,42.1
30658,47,Bike,2.5,4.06,Pune,792,36.92,0.78,25.2
30659,45,Bike,2.8,4.42,Bangalore,1510,34.53,0.88,49.2
30660,39,Bike,5.4,4.23,Bangalore,2327,40.75,0.84,45.4
30661,27,Car,7.9,4.27,Pune,4371,43.62,0.91,59.6
30662,32,Bike,1.2,4.09,Chennai,401,29.55,0.82,41.3
30663,44,Bike,7.0,4.13,Bangalore,3206,47.0,0.92,49.6
30664,25,Bike,1.5,4.15,Bangalore,673,42.13,0.85,18.4
30665,21,Scooter,8.5,4.7,Delhi,4375,44.13,0.9,16.9
30666,27,Bike,5.6,3.57,Hyderabad,2340,55.88,0.88,41.2
30667,46,Car,9.9,4.36,Pune,6869,41.01,0.83,59.3
30668,44,Scooter,7.7,4.58,Pune,3283,23.36,0.99,27.1
30669,37,Bike,5.2,3.56,Delhi,3008,29.24,0.83,15.1
30670,24,Scooter,1.8,4.17,Hyderabad,803,25.76,1.0,30.3
30671,36,Bike,5.7,4.54,Delhi,2926,44.98,0.7,48.3
30672,25,Scooter,1.6,3.94,Pune,625,44.54,0.76,51.1
30673,25,Scooter,9.1,4.29,Pune,3358,47.56,0.87,50.1
30674,37,Scooter,2.7,3.87,Chennai,1860,40.55,0.73,18.6
30675,41,Car,8.7,4.21,Delhi,4492,46.91,0.81,49.7
30676,50,Scooter,3.4,4.65,Bangalore,1646,23.88,0.92,18.7
30677,53,Scooter,2.6,4.79,Bangalore,1447,34.74,0.84,59.4
30678,43,Car,3.4,4.29,Mumbai,1323,28.58,0.91,31.7
30679,49,Bike,7.2,3.75,Chennai,4527,23.65,0.96,46.2
30680,27,Car,5.5,4.09,Bangalore,2196,47.55,0.89,36.8
30681,27,Bike,1.5,3.57,Chennai,775,26.61,0.77,25.8
30682,35,Bike,1.8,4.1,Delhi,631,33.92,0.84,42.5
30683,49,Scooter,4.1,4.54,Bangalore,2172,38.45,0.85,15.7
30684,30,Bike,3.7,3.72,Chennai,1824,29.32,0.86,37.7
30685,40,Bike,8.6,4.13,Delhi,3545,22.06,0.82,16.8
30686,29,Bike,5.9,3.91,Pune,2495,36.08,0.86,40.6
30687,26,Bike,2.3,4.83,Hyderabad,699,31.27,0.92,35.6
30688,40,Bike,0.8,4.34,Mumbai,248,48.19,0.65,55.3
30689,41,Bike,1.5,4.5,Delhi,810,37.12,0.9,58.5
30690,27,Scooter,7.2,4.3,Pune,4228,39.15,0.8,44.3
30691,54,Scooter,8.5,4.47,Hyderabad,4409,20.0,0.7,23.3
30692,23,Scooter,7.9,4.58,Chennai,2628,38.33,0.72,38.6
30693,37,Bike,8.0,4.21,Hyderabad,5410,34.25,0.88,15.1
30694,22,Car,3.0,4.01,Bangalore,1756,45.24,0.83,49.6
30695,32,Bike,9.9,3.87,Pune,3910,30.17,0.97,16.9
30696,33,Bike,1.3,4.82,Pune,739,38.62,0.96,51.3
30697,32,Car,8.3,4.49,Chennai,2860,27.54,0.75,26.9
30698,47,Scooter,1.4,3.42,Mumbai,856,24.74,0.84,26.3
30699,46,Car,3.0,4.11,Mumbai,1477,31.28,0.96,19.0
30700,25,Bike,5.2,4.35,Chennai,2411,32.29,0.78,45.9
30701,52,Scooter,1.0,4.79,Bangalore,303,27.44,0.99,31.5
30702,36,Bike,4.2,3.81,Chennai,2356,33.19,0.84,19.0
30703,30,Car,3.8,4.35,Chennai,2400,37.43,0.88,29.4
30704,35,Bike,6.6,4.06,Pune,2741,41.24,0.86,56.5
30705,31,Bike,7.3,3.78,Chennai,2224,20.88,0.87,16.6
30706,29,Bike,1.4,4.67,Delhi,854,35.37,0.92,45.1
30707,38,Scooter,0.9,3.86,Mumbai,498,20.81,0.78,37.5
30708,53,Bike,7.9,4.54,Mumbai,4824,45.25,0.86,41.9
30709,29,Car,5.5,3.64,Bangalore,2834,43.41,0.86,32.6
30710,35,Car,5.6,4.03,Mumbai,2712,34.16,0.87,36.7
30711,21,Scooter,9.8,4.4,Bangalore,3799,28.97,0.94,49.2
30712,48,Scooter,4.7,4.45,Pune,1558,34.32,0.85,36.7
30713,53,Car,2.4,4.35,Bangalore,1172,26.11,0.89,31.9
30714,21,Car,7.0,4.54,Mumbai,4531,46.85,0.98,27.4
30715,26,Car,8.2,4.1,Chennai,2654,27.67,0.91,35.3
30716,31,Car,5.3,4.69,Chennai,3686,39.91,0.86,40.9
30717,47,Bike,7.1,4.32,Delhi,4819,30.52,0.82,31.9
30718,25,Bike,5.4,4.46,Bangalore,3003,38.6,0.95,55.5
30719,30,Scooter,4.4,4.33,Hyderabad,2929,33.03,0.75,59.8
30720,48,Bike,0.8,4.37,Hyderabad,417,40.13,0.89,24.2
30721,36,Bike,2.2,3.85,Pune,1016,42.77,0.86,44.0
30722,46,Scooter,5.1,3.87,Mumbai,2696,32.47,0.88,24.3
30723,48,Scooter,4.3,4.01,Mumbai,2797,36.87,0.92,39.3
30724,34,Scooter,8.5,4.38,Hyderabad,5805,48.49,0.81,32.7
30725,33,Car,1.5,3.99,Delhi,952,35.14,0.79,26.0
30726,21,Scooter,1.0,4.1,Pune,371,38.99,0.74,30.4
30727,35,Bike,1.3,4.17,Bangalore,697,40.51,0.85,20.6
30728,49,Bike,6.9,4.7,Bangalore,3297,27.16,0.93,18.6
30729,51,Bike,6.1,4.41,Pune,3004,24.88,0.79,35.3
30730,32,Bike,6.5,3.69,Mumbai,3063,35.42,0.72,51.7
30731,25,Bike,2.0,4.26,Pune,654,32.13,0.79,45.7
30732,52,Bike,5.4,4.09,Mumbai,3447,28.12,0.89,41.8
30733,30,Scooter,7.8,4.12,Pune,5392,20.86,0.85,33.9
30734,25,Scooter,7.0,4.2,Chennai,2687,32.67,0.89,36.1
30735,47,Scooter,4.7,4.59,Delhi,2579,33.92,0.91,16.0
30736,41,Car,1.5,3.92,Bangalore,771,38.91,0.93,57.3
30737,36,Bike,8.8,4.27,Chennai,5795,34.14,0.79,29.0
30738,49,Scooter,5.5,4.3,Hyderabad,3199,24.2,0.99,56.2
30739,35,Bike,9.0,4.12,Chennai,5398,32.44,0.85,47.2
30740,27,Car,4.7,3.98,Pune,3199,27.64,0.9,40.3
30741,38,Bike,2.8,3.94,Hyderabad,1583,39.54,0.85,35.0
