payment_id,order_id,payment_method,transaction_amount,payment_status,transaction_timestamp,refund_amount
82898,62898,UPI,1692.83,Success,2025-09-08 20:11:04,0.0
82899,62899,Credit Card,1359.96,Success,2025-12-08 12:59:09,0.0
82900,62900,Wallet,538.86,Success,2025-09-23 18:02:26,0.0
82901,62901,Wallet,833.2,Success,2026-06-19 20:59:47,0.0
82902,62902,Wallet,2089.88,Success,2026-02-25 00:33:49,0.0
82903,62903,Credit Card,308.28,Success,2026-01-06 06:55:36,0.0
82904,62904,Credit Card,469.06,Success,2025-08-28 16:18:53,0.0
82905,62905,Credit Card,1126.4,Success,2025-11-30 01:06:18,0.0
82906,62906,Cash,1815.49,Success,2025-09-17 05:28:57,0.0
82907,62907,UPI,232.41,Success,2026-04-01 00:18:17,0.0
82908,62908,Credit Card,1266.71,Success,2026-05-01 17:26:00,0.0
82909,62909,Debit Card,705.87,Success,2025-10-08 00:23:35,0.0
82910,62910,Wallet,386.36,Success,2026-02-10 09:15:32,0.0
82911,62911,Wallet,1128.61,Success,2026-06-17 06:58:48,0.0
82912,62912,UPI,494.85,Success,2026-03-18 07:31:52,0.0
82913,62913,UPI,1011.79,Success,2026-04-07 17:48:01,0.0
82914,62914,Credit Card,955.59,Success,2025-10-25 19:04:11,0.0
82915,62915,Credit Card,719.26,Success,2026-05-18 23:44:45,0.0
82916,62916,Wallet,973.33,Success,2025-09-15 19:24:41,0.0
82917,62917,UPI,414.08,Success,2026-04-26 01:20:23,0.0
82918,62918,UPI,684.6,Success,2025-09-02 14:39:34,0.0
82919,62919,Debit Card,656.36,Success,2026-03-02 14:07:38,0.0
82920,62920,Credit Card,629.07,Success,2025-11-30 19:01:02,0.0
82921,62921,Credit Card,990.55,Success,2026-05-02 13:10:48,0.0
82922,62922,Credit Card,1057.99,Success,2026-02-05 10:38:11,0.0
82923,62923,Wallet,306.48,Success,2026-05-06 13:32:33,0.0
82924,62924,Credit Card,717.04,Success,2025-11-23 11:07:02,0.0
82925,62925,UPI,669.57,Success,2025-12-17 04:08:15,0.0
82926,62926,Credit Card,916.96,Success,2026-02-11 00:30:28,0.0
82927,62927,UPI,672.83,Success,2026-06-09 10:38:22,0.0
82928,62928,Credit Card,1394.61,Refunded,2025-12-31 04:34:59,1394.61
82929,62929,Debit Card,470.49,Failed,2026-02-16 22:43:42,0.0
82930,62930,Debit Card,584.84,Success,2026-06-29 18:43:59,0.0
82931,62931,Credit Card,749.89,Success,2025-09-30 03:26:30,0.0
82932,62932,Credit Card,1333.82,Success,2025-09-26 02:22:29,0.0
82933,62933,Cash,625.09,Success,2026-02-24 21:10:48,0.0
82934,62934,Credit Card,1066.76,Success,2025-12-06 15:16:07,0.0
82935,62935,Credit Card,700.56,Success,2026-07-27 09:59:46,0.0
82936,62936,Cash,670.63,Success,2026-03-08 06:11:46,0.0
82937,62937,Debit Card,646.21,Success,2026-02-06 23:22:13,0.0
82938,62938,UPI,678.65,Success,2026-01-13 22:49:25,0.0
82939,62939,UPI,297.54,Success,2026-03-20 23:18:26,0.0
82940,62940,Credit Card,820.97,Success,2026-05-06 19:13:00,0.0
82941,62941,UPI,925.08,Success,2025-08-12 10:16:48,0.0
82942,62942,UPI,1098.54,Success,2025-08-18 00:54:05,0.0
82943,62943,UPI,850.59,Success,2026-05-04 21:58:15,0.0
82944,62944,UPI,933.33,Success,2025-10-26 16:48:07,0.0
82945,62945,Wallet,190.11,Success,2026-06-14 12:14:46,0.0
82946,62946,Credit Card,214.21,Success,2026-04-10 06:53:25,0.0
82947,62947,UPI,313.31,Success,2026-07-23 18:02:21,0.0
82948,62948,Credit Card,722.22,Success,2026-06-19 21:46:45,0.0
82949,62949,UPI,377.96,Success,2025-08-29 07:17:58,0.0
82950,62950,Debit Card,683.9,Success,2025-08-28 21:54:49,0.0
82951,62951,UPI,435.87,Success,2026-05-02 10:09:08,0.0
82952,62952,UPI,588.88,Success,2025-12-18 11:02:09,0.0
82953,62953,UPI,442.51,Success,2025-11-02 01:36:44,0.0
82954,62954,Debit Card,1041.18,Success,2026-05-10 06:45:17,0.0
82955,62955,UPI,1351.98,Success,2026-07-09 18:05:57,0.0
82956,62956,UPI,501.0,Success,2025-10-27 02:06:23,0.0
82957,62957,UPI,339.17,Success,2025-09-03 03:24:17,0.0
82958,62958,Credit Card,725.45,Success,2026-05-08 13:33:38,0.0
82959,62959,Debit Card,521.17,Success,2026-03-02 20:58:56,0.0
82960,62960,UPI,207.92,Success,2025-11-21 13:09:15,0.0
82961,62961,Wallet,334.34,Success,2025-08-11 18:41:21,0.0
82962,62962,Debit Card,903.57,Success,2025-08-31 12:18:31,0.0
82963,62963,Debit Card,887.47,Refunded,2026-04-22 08:40:45,887.47
82964,62964,UPI,722.2,Success,2025-12-29 00:22:12,0.0
82965,62965,Wallet,457.47,Success,2026-05-12 20:53:20,0.0
82966,62966,UPI,465.77,Success,2025-09-14 15:29:30,0.0
82967,62967,Credit Card,580.42,Success,2025-12-31 09:06:29,0.0
82968,62968,Credit Card,530.17,Success,2026-04-29 17:54:58,0.0
82969,62969,UPI,1166.31,Success,2026-07-04 01:13:56,0.0
82970,62970,UPI,726.66,Success,2026-01-25 23:42:03,0.0
82971,62971,Wallet,710.69,Success,2025-10-20 14:25:00,0.0
82972,62972,Wallet,956.24,Success,2026-01-26 05:25:48,0.0
82973,62973,Cash,601.37,Success,2026-07-14 11:31:13,0.0
82974,62974,Debit Card,603.43,Success,2025-08-05 14:47:52,0.0
82975,62975,Debit Card,1099.44,Success,2026-01-01 08:35:59,0.0
82976,62976,UPI,705.93,Success,2026-03-22 21:15:58,0.0
82977,62977,Debit Card,464.3,Success,2026-01-19 11:53:20,0.0
82978,62978,UPI,878.44,Success,2026-04-28 16:20:34,0.0
82979,62979,Credit Card,300.2,Success,2026-04-10 02:24:18,0.0
82980,62980,Credit Card,480.73,Success,2025-12-14 00:16:26,0.0
82981,62981,UPI,723.21,Success,2026-06-11 10:55:05,0.0
82982,62982,Debit Card,1499.09,Success,2026-01-16 02:59:58,0.0
82983,62983,Credit Card,602.04,Success,2026-03-12 18:02:23,0.0
82984,62984,Credit Card,1758.28,Success,2025-09-21 13:23:56,0.0
82985,62985,Credit Card,1881.41,Success,2025-08-09 22:07:24,0.0
82986,62986,UPI,417.71,Success,2025-08-01 05:41:19,0.0
82987,62987,Wallet,925.41,Success,2026-01-25 18:05:28,0.0
82988,62988,Debit Card,661.81,Success,2026-03-27 20:18:09,0.0
82989,62989,UPI,550.87,Success,2026-07-18 23:05:23,0.0
82990,62990,UPI,2031.7,Success,2026-05-12 13:21:50,0.0
82991,62991,Wallet,356.04,Success,2026-04-09 07:39:20,0.0
82992,62992,Wallet,417.34,Success,2025-09-17 19:02:11,0.0
82993,62993,Cash,536.36,Success,2025-09-16 22:52:50,0.0
82994,62994,UPI,1273.72,Success,2026-06-12 20:39:39,0.0
82995,62995,UPI,1024.78,Success,2025-10-04 17:36:58,0.0
82996,62996,UPI,615.39,Success,2026-03-18 03:20:05,0.0
82997,62997,Cash,810.47,Success,2026-03-05 08:43:22,0.0
82998,62998,UPI,1217.62,Success,2026-03-12 04:44:19,0.0
82999,62999,UPI,349.43,Success,2025-08-09 23:46:35,0.0
83000,63000,UPI,236.07,Success,2026-07-26 13:29:42,0.0
83001,63001,Credit Card,2027.2,Success,2025-09-10 10:38:22,0.0
83002,63002,UPI,1640.82,Success,2025-11-27 03:29:09,0.0
83003,63003,Debit Card,489.76,Success,2025-09-05 19:37:55,0.0
83004,63004,Credit Card,905.03,Success,2025-08-01 19:41:07,0.0
83005,63005,Debit Card,634.18,Success,2026-03-30 22:12:32,0.0
83006,63006,Wallet,409.61,Failed,2026-05-13 22:42:12,0.0
83007,63007,UPI,402.73,Success,2026-07-08 19:27:49,0.0
83008,63008,UPI,610.11,Success,2026-04-21 21:45:30,0.0
83009,63009,UPI,368.68,Failed,2026-01-16 00:46:05,0.0
83010,63010,Credit Card,1359.85,Success,2025-12-29 05:58:07,0.0
83011,63011,UPI,1316.94,Failed,2025-10-24 06:10:46,0.0
83012,63012,Credit Card,408.99,Success,2026-03-06 07:29:28,0.0
83013,63013,Credit Card,782.91,Success,2026-05-10 02:19:51,0.0
83014,63014,UPI,310.33,Success,2026-03-15 12:52:34,0.0
83015,63015,Wallet,267.66,Success,2026-04-18 22:11:07,0.0
83016,63016,Wallet,366.81,Success,2025-09-27 02:56:50,0.0
83017,63017,Debit Card,702.1,Success,2026-03-02 19:02:03,0.0
83018,63018,Debit Card,420.08,Success,2026-03-16 07:51:52,0.0
83019,63019,Cash,735.38,Success,2026-06-21 17:46:19,0.0
83020,63020,UPI,517.13,Success,2026-03-16 00:54:47,0.0
83021,63021,UPI,484.9,Success,2026-02-18 19:54:46,0.0
83022,63022,UPI,343.2,Success,2026-03-13 00:58:07,0.0
83023,63023,Credit Card,1196.09,Success,2026-06-03 11:01:09,0.0
83024,63024,Credit Card,1392.99,Success,2026-06-24 03:50:03,0.0
83025,63025,UPI,530.21,Success,2026-06-16 18:08:18,0.0
83026,63026,Credit Card,373.28,Success,2026-01-17 01:15:30,0.0
83027,63027,Credit Card,420.52,Success,2025-09-23 15:08:02,0.0
83028,63028,Debit Card,874.22,Success,2026-06-15 16:59:25,0.0
83029,63029,Credit Card,178.29,Success,2025-10-20 06:47:43,0.0
83030,63030,UPI,1564.45,Success,2025-09-19 05:04:20,0.0
83031,63031,Wallet,1265.61,Success,2026-01-13 05:04:12,0.0
83032,63032,Credit Card,426.87,Success,2026-01-15 19:53:39,0.0
83033,63033,UPI,1061.12,Success,2026-07-11 01:41:21,0.0
83034,63034,Credit Card,3053.13,Success,2025-10-24 20:18:07,0.0
83035,63035,Wallet,1310.09,Success,2025-09-19 13:38:00,0.0
83036,63036,Cash,679.92,Failed,2026-03-09 22:01:36,0.0
83037,63037,Wallet,467.89,Success,2026-05-19 23:37:52,0.0
83038,63038,UPI,868.78,Success,2026-05-12 22:31:40,0.0
83039,63039,UPI,425.95,Success,2025-10-17 10:49:05,0.0
83040,63040,UPI,816.39,Success,2025-09-19 12:28:07,0.0
83041,63041,Debit Card,827.08,Success,2025-11-28 01:57:07,0.0
83042,63042,UPI,469.3,Success,2025-10-11 15:34:13,0.0
83043,63043,UPI,415.72,Success,2025-10-16 03:54:22,0.0
83044,63044,Wallet,345.59,Success,2026-01-01 22:29:12,0.0
83045,63045,Debit Card,1716.42,Success,2026-03-31 02:36:17,0.0
83046,63046,Cash,285.86,Success,2025-08-09 23:02:47,0.0
83047,63047,UPI,396.18,Success,2025-10-10 14:35:30,0.0
83048,63048,Credit Card,460.46,Success,2026-07-28 00:01:06,0.0
83049,63049,Debit Card,265.61,Success,2025-09-23 10:25:56,0.0
83050,63050,Credit Card,444.34,Failed,2025-10-16 03:56:45,0.0
83051,63051,UPI,541.03,Success,2025-12-22 18:21:35,0.0
83052,63052,UPI,301.49,Success,2026-02-24 21:49:29,0.0
83053,63053,Debit Card,572.38,Success,2026-01-06 22:04:25,0.0
83054,63054,Credit Card,600.3,Success,2026-04-04 13:18:04,0.0
83055,63055,UPI,271.63,Success,2025-09-25 09:29:06,0.0
83056,63056,UPI,1020.89,Success,2026-01-14 13:37:15,0.0
83057,63057,Credit Card,392.53,Success,2026-03-06 20:58:02,0.0
83058,63058,Wallet,341.34,Success,2026-01-25 05:21:12,0.0
83059,63059,Debit Card,1320.21,Success,2026-05-14 16:08:39,0.0
83060,63060,Debit Card,748.74,Success,2026-06-09 02:15:59,0.0
83061,63061,Debit Card,572.25,Failed,2026-06-16 18:36:21,0.0
83062,63062,Cash,804.02,Success,2025-12-22 01:12:52,0.0
83063,63063,Credit Card,809.5,Success,2025-08-02 04:33:01,0.0
83064,63064,Credit Card,355.67,Success,2026-02-06 11:55:00,0.0
83065,63065,UPI,499.58,Success,2026-06-17 18:08:43,0.0
83066,63066,Debit Card,132.9,Success,2026-07-01 06:33:11,0.0
83067,63067,Wallet,952.28,Success,2025-11-02 18:02:41,0.0
83068,63068,Wallet,475.84,Success,2026-07-24 13:32:01,0.0
83069,63069,UPI,860.85,Success,2025-10-05 23:34:35,0.0
83070,63070,UPI,347.88,Success,2026-07-28 09:12:04,0.0
83071,63071,Debit Card,445.75,Success,2026-05-05 11:18:36,0.0
83072,63072,UPI,718.21,Success,2025-09-21 21:05:46,0.0
83073,63073,UPI,990.87,Success,2025-08-22 09:45:27,0.0
83074,63074,UPI,615.85,Success,2025-11-10 20:57:24,0.0
83075,63075,Debit Card,209.37,Success,2026-04-10 11:44:13,0.0
83076,63076,UPI,313.35,Success,2026-05-03 11:26:45,0.0
83077,63077,UPI,514.59,Success,2025-12-08 07:44:36,0.0
83078,63078,UPI,311.35,Success,2026-04-11 08:15:29,0.0
83079,63079,Debit Card,388.52,Success,2026-01-21 09:45:33,0.0
83080,63080,UPI,807.07,Success,2026-05-24 13:43:01,0.0
83081,63081,Debit Card,366.74,Success,2026-03-06 22:41:18,0.0
83082,63082,UPI,915.2,Success,2025-12-01 14:10:08,0.0
83083,63083,UPI,501.45,Success,2025-10-02 12:06:24,0.0
83084,63084,Cash,860.7,Success,2026-07-12 05:31:59,0.0
83085,63085,UPI,189.04,Success,2025-12-23 09:34:34,0.0
83086,63086,UPI,476.31,Success,2026-06-01 00:19:40,0.0
83087,63087,Debit Card,1167.96,Success,2026-03-13 17:35:59,0.0
83088,63088,Wallet,277.53,Success,2026-05-11 08:05:43,0.0
83089,63089,Wallet,972.51,Success,2026-04-05 16:25:04,0.0
83090,63090,Debit Card,992.73,Success,2026-02-21 19:07:49,0.0
83091,63091,UPI,439.84,Success,2026-04-28 23:27:52,0.0
83092,63092,Debit Card,266.02,Success,2025-12-24 12:39:40,0.0
83093,63093,UPI,1279.11,Success,2025-09-28 02:04:27,0.0
83094,63094,Credit Card,376.47,Success,2026-02-08 11:58:02,0.0
83095,63095,Debit Card,469.92,Success,2026-02-09 23:24:51,0.0
83096,63096,UPI,1587.37,Success,2026-01-25 11:26:40,0.0
83097,63097,Wallet,318.25,Refunded,2026-07-14 05:24:48,318.25
83098,63098,Wallet,1880.24,Success,2026-04-11 18:43:15,0.0
83099,63099,UPI,380.18,Success,2026-05-17 21:19:37,0.0
83100,63100,UPI,236.46,Success,2026-03-06 18:20:01,0.0
83101,63101,Credit Card,656.81,Success,2025-12-18 09:09:14,0.0
83102,63102,UPI,296.81,Success,2025-08-09 05:36:22,0.0
83103,63103,UPI,575.4,Success,2026-07-14 23:59:51,0.0
83104,63104,Credit Card,509.75,Success,2025-12-25 07:24:11,0.0
83105,63105,Credit Card,1254.84,Success,2025-12-23 03:03:35,0.0
83106,63106,Wallet,263.42,Success,2025-12-09 23:18:12,0.0
83107,63107,Cash,440.14,Success,2025-10-04 22:36:42,0.0
83108,63108,UPI,281.15,Success,2025-12-12 05:27:54,0.0
83109,63109,Cash,418.67,Success,2025-12-24 01:20:02,0.0
83110,63110,UPI,558.56,Success,2025-08-09 12:44:52,0.0
83111,63111,UPI,436.4,Success,2025-08-29 10:35:19,0.0
83112,63112,Wallet,553.48,Success,2026-06-11 15:52:52,0.0
83113,63113,UPI,420.68,Success,2026-03-17 07:54:14,0.0
83114,63114,Credit Card,686.62,Success,2025-08-21 08:29:23,0.0
83115,63115,Debit Card,611.52,Success,2025-12-13 10:45:31,0.0
83116,63116,UPI,492.31,Success,2026-07-31 21:38:02,0.0
83117,63117,Credit Card,1200.04,Success,2026-06-12 08:13:19,0.0
83118,63118,UPI,514.94,Success,2026-02-20 08:51:13,0.0
83119,63119,Credit Card,603.27,Success,2025-12-06 06:19:56,0.0
83120,63120,UPI,598.23,Success,2026-05-15 12:08:15,0.0
83121,63121,Credit Card,899.34,Success,2026-02-05 23:31:31,0.0
83122,63122,UPI,433.67,Success,2025-12-12 00:11:30,0.0
83123,63123,Wallet,2026.18,Success,2025-09-11 08:26:55,0.0
83124,63124,Debit Card,726.38,Success,2026-02-21 08:59:58,0.0
83125,63125,Wallet,461.22,Success,2026-05-09 09:40:36,0.0
83126,63126,Credit Card,318.74,Success,2026-01-11 05:47:23,0.0
83127,63127,Credit Card,188.01,Success,2025-08-01 05:43:43,0.0
83128,63128,UPI,716.94,Success,2026-07-08 23:37:11,0.0
83129,63129,Wallet,957.75,Success,2026-06-20 16:05:22,0.0
83130,63130,UPI,661.99,Success,2026-01-17 04:17:14,0.0
83131,63131,Debit Card,742.63,Success,2025-09-19 13:44:59,0.0
83132,63132,Debit Card,829.53,Success,2026-03-07 13:40:20,0.0
83133,63133,Credit Card,618.54,Failed,2026-04-10 19:38:05,0.0
83134,63134,Debit Card,386.43,Success,2026-05-18 13:07:50,0.0
83135,63135,UPI,664.67,Success,2025-10-26 10:19:29,0.0
83136,63136,UPI,375.77,Success,2025-08-07 06:53:35,0.0
83137,63137,Cash,777.14,Success,2026-05-08 00:17:45,0.0
83138,63138,UPI,523.94,Success,2025-11-01 03:46:33,0.0
83139,63139,Debit Card,480.44,Success,2025-09-05 05:30:09,0.0
83140,63140,Credit Card,1048.34,Success,2026-07-07 20:12:14,0.0
83141,63141,Credit Card,218.22,Success,2025-11-10 15:09:20,0.0
83142,63142,Wallet,1120.31,Success,2025-11-22 21:52:46,0.0
83143,63143,Wallet,905.97,Success,2026-01-01 07:20:33,0.0
83144,63144,UPI,374.65,Success,2026-03-03 15:15:12,0.0
83145,63145,UPI,513.56,Success,2026-07-06 17:04:40,0.0
83146,63146,Wallet,334.02,Success,2026-04-27 09:31:20,0.0
83147,63147,UPI,953.19,Success,2026-03-27 00:34:46,0.0
83148,63148,UPI,345.75,Success,2025-10-17 00:25:01,0.0
83149,63149,Credit Card,853.88,Success,2025-08-22 00:29:26,0.0
83150,63150,Debit Card,684.46,Success,2026-05-03 06:02:59,0.0
83151,63151,Credit Card,421.78,Success,2026-03-30 23:38:27,0.0
83152,63152,UPI,216.09,Success,2025-11-12 08:03:45,0.0
83153,63153,Credit Card,1448.98,Success,2026-02-04 08:40:25,0.0
83154,63154,Wallet,901.68,Success,2026-04-09 08:02:08,0.0
83155,63155,Debit Card,1447.97,Success,2026-07-02 22:11:39,0.0
83156,63156,Cash,2092.27,Success,2026-05-11 22:23:56,0.0
83157,63157,Debit Card,747.47,Success,2026-05-29 01:58:54,0.0
83158,63158,Cash,321.88,Success,2026-04-21 13:42:05,0.0
83159,63159,Credit Card,304.82,Success,2026-05-25 08:08:20,0.0
83160,63160,Wallet,761.32,Success,2026-03-23 01:08:39,0.0
83161,63161,Wallet,406.43,Success,2026-03-12 05:12:34,0.0
83162,63162,UPI,245.2,Success,2026-06-05 23:50:49,0.0
83163,63163,UPI,1579.74,Success,2026-07-19 12:13:19,0.0
83164,63164,UPI,162.74,Success,2025-11-10 12:02:55,0.0
83165,63165,UPI,343.82,Success,2026-03-20 05:11:27,0.0
83166,63166,UPI,861.71,Success,2025-09-24 12:01:49,0.0
83167,63167,UPI,391.59,Success,2026-02-03 15:56:33,0.0
83168,63168,UPI,659.66,Success,2026-01-24 22:25:33,0.0
83169,63169,UPI,186.28,Success,2025-10-01 12:03:51,0.0
83170,63170,Wallet,544.3,Success,2026-01-28 14:21:59,0.0
83171,63171,Wallet,504.48,Success,2025-11-10 11:49:51,0.0
83172,63172,Credit Card,897.37,Success,2026-03-15 06:34:05,0.0
83173,63173,Wallet,314.28,Success,2025-09-27 22:31:40,0.0
83174,63174,Debit Card,238.39,Success,2026-02-23 01:38:40,0.0
83175,63175,UPI,1923.68,Success,2026-01-05 05:19:44,0.0
83176,63176,UPI,1023.52,Failed,2026-06-08 06:11:45,0.0
83177,63177,Wallet,809.3,Success,2026-02-15 08:21:10,0.0
83178,63178,Credit Card,829.64,Success,2026-02-25 12:46:38,0.0
83179,63179,Debit Card,599.42,Success,2026-04-01 06:18:05,0.0
83180,63180,Credit Card,1065.53,Success,2025-11-13 10:41:24,0.0
83181,63181,Credit Card,712.76,Success,2026-06-14 15:30:50,0.0
83182,63182,Credit Card,311.65,Failed,2026-05-29 18:15:21,0.0
83183,63183,UPI,1107.11,Success,2026-05-29 02:56:27,0.0
83184,63184,Wallet,2119.08,Success,2026-06-22 16:22:08,0.0
83185,63185,Credit Card,1097.74,Success,2026-07-12 12:53:26,0.0
83186,63186,Credit Card,871.19,Success,2025-12-04 12:41:45,0.0
83187,63187,Wallet,611.93,Success,2026-01-18 03:18:21,0.0
83188,63188,UPI,603.44,Success,2026-05-27 09:56:48,0.0
83189,63189,UPI,408.8,Success,2025-08-16 02:13:23,0.0
83190,63190,UPI,317.86,Success,2026-02-15 07:44:55,0.0
83191,63191,UPI,285.09,Success,2026-05-17 06:13:00,0.0
83192,63192,UPI,441.54,Success,2026-03-01 15:17:17,0.0
83193,63193,UPI,317.24,Success,2025-09-09 08:46:32,0.0
83194,63194,Credit Card,1960.58,Success,2025-09-10 13:05:36,0.0
83195,63195,Credit Card,986.92,Success,2025-08-27 02:01:13,0.0
83196,63196,UPI,439.42,Success,2026-01-29 12:07:32,0.0
83197,63197,Credit Card,244.23,Success,2025-10-08 16:31:22,0.0
83198,63198,UPI,377.5,Success,2026-02-26 05:37:07,0.0
83199,63199,UPI,674.33,Success,2026-07-15 07:05:04,0.0
83200,63200,UPI,1347.78,Success,2026-01-12 09:15:49,0.0
83201,63201,UPI,919.81,Success,2026-07-23 23:25:44,0.0
83202,63202,Cash,1958.29,Success,2025-08-25 04:37:52,0.0
83203,63203,UPI,825.14,Success,2025-09-24 18:25:11,0.0
83204,63204,Wallet,728.87,Success,2025-10-03 03:11:52,0.0
83205,63205,Credit Card,266.87,Success,2025-11-03 04:14:21,0.0
83206,63206,Wallet,576.49,Refunded,2026-02-09 03:21:53,576.49
83207,63207,UPI,524.69,Refunded,2025-11-08 14:22:57,524.69
83208,63208,Debit Card,1202.42,Success,2026-05-18 11:27:55,0.0
83209,63209,UPI,329.05,Success,2025-11-18 23:09:12,0.0
83210,63210,Wallet,418.23,Success,2026-01-15 07:53:17,0.0
83211,63211,UPI,927.4,Success,2025-08-31 09:03:36,0.0
83212,63212,Credit Card,756.49,Success,2025-11-15 00:36:45,0.0
83213,63213,UPI,649.83,Success,2026-07-30 05:45:08,0.0
83214,63214,UPI,557.8,Success,2026-01-20 03:59:15,0.0
83215,63215,Credit Card,263.81,Success,2025-11-12 14:10:40,0.0
83216,63216,UPI,2074.04,Success,2025-09-01 21:59:22,0.0
83217,63217,UPI,460.77,Success,2026-04-27 21:25:43,0.0
83218,63218,UPI,380.36,Success,2026-06-23 16:47:36,0.0
83219,63219,Debit Card,955.9,Success,2025-12-27 18:04:03,0.0
83220,63220,Cash,682.33,Refunded,2026-06-26 04:16:05,682.33
83221,63221,Wallet,342.49,Success,2026-02-18 15:11:49,0.0
83222,63222,Debit Card,925.94,Success,2026-04-15 07:00:51,0.0
83223,63223,UPI,273.89,Success,2026-03-31 20:12:33,0.0
83224,63224,Wallet,442.04,Success,2026-03-20 09:13:13,0.0
83225,63225,Wallet,412.11,Success,2025-11-23 05:47:57,0.0
83226,63226,UPI,628.63,Success,2026-01-09 12:26:41,0.0
83227,63227,Debit Card,702.82,Success,2025-08-22 00:48:57,0.0
83228,63228,Cash,371.66,Success,2026-05-31 13:00:32,0.0
83229,63229,UPI,1017.16,Success,2026-06-22 22:51:47,0.0
83230,63230,UPI,1107.96,Success,2026-06-25 12:24:09,0.0
83231,63231,Debit Card,1868.9,Success,2026-01-19 03:13:41,0.0
83232,63232,UPI,628.33,Success,2026-01-28 11:41:52,0.0
83233,63233,Cash,397.55,Success,2025-08-27 00:52:17,0.0
83234,63234,UPI,464.64,Success,2026-06-22 17:42:17,0.0
83235,63235,Credit Card,797.92,Success,2026-07-11 18:01:29,0.0
83236,63236,Credit Card,713.12,Failed,2026-07-30 13:52:57,0.0
83237,63237,Debit Card,1079.31,Success,2025-08-19 12:48:31,0.0
83238,63238,Wallet,2078.02,Success,2025-12-18 01:36:18,0.0
83239,63239,UPI,1236.28,Success,2025-11-20 09:31:06,0.0
83240,63240,Debit Card,316.25,Success,2026-05-11 06:16:17,0.0
83241,63241,UPI,551.14,Success,2025-10-08 09:54:01,0.0
83242,63242,Wallet,281.76,Success,2026-07-02 05:48:44,0.0
83243,63243,UPI,473.84,Success,2026-04-07 01:24:35,0.0
83244,63244,Wallet,441.25,Success,2026-03-31 09:40:37,0.0
83245,63245,UPI,827.42,Success,2025-11-12 04:14:04,0.0
83246,63246,UPI,254.92,Success,2025-09-20 00:42:12,0.0
83247,63247,Wallet,412.47,Success,2026-05-20 07:18:14,0.0
83248,63248,Debit Card,435.61,Success,2025-08-22 07:43:02,0.0
83249,63249,UPI,255.43,Success,2025-11-30 23:49:51,0.0
83250,63250,UPI,302.7,Success,2025-12-16 19:12:25,0.0
83251,63251,UPI,342.52,Success,2026-05-15 16:57:25,0.0
83252,63252,Credit Card,424.06,Success,2026-05-15 04:22:07,0.0
83253,63253,Credit Card,760.41,Success,2026-06-21 18:15:23,0.0
83254,63254,Credit Card,637.02,Success,2025-11-10 06:09:00,0.0
83255,63255,Debit Card,1010.3,Success,2026-03-06 05:27:52,0.0
83256,63256,Credit Card,497.0,Success,2026-03-14 08:19:34,0.0
83257,63257,UPI,1344.88,Success,2026-01-20 10:40:42,0.0
83258,63258,UPI,154.44,Success,2026-04-11 10:43:31,0.0
83259,63259,Credit Card,1737.24,Success,2026-06-25 19:26:56,0.0
83260,63260,Credit Card,344.26,Success,2026-01-30 16:10:45,0.0
83261,63261,Credit Card,2050.29,Success,2025-09-12 15:48:10,0.0
83262,63262,Credit Card,1144.82,Success,2026-07-20 19:17:40,0.0
83263,63263,Debit Card,1466.32,Success,2026-01-20 06:33:36,0.0
83264,63264,Debit Card,496.37,Failed,2025-08-08 19:29:59,0.0
83265,63265,UPI,439.45,Success,2025-08-26 09:50:16,0.0
83266,63266,Wallet,503.46,Success,2025-12-31 14:29:00,0.0
83267,63267,UPI,308.37,Success,2025-09-30 16:50:55,0.0
83268,63268,UPI,987.12,Success,2025-09-12 11:54:53,0.0
83269,63269,Credit Card,1028.58,Success,2026-07-26 22:57:16,0.0
83270,63270,Credit Card,578.14,Success,2025-09-30 11:46:29,0.0
83271,63271,Wallet,548.27,Success,2025-11-28 11:16:31,0.0
83272,63272,UPI,381.94,Success,2025-10-06 14:15:14,0.0
83273,63273,Debit Card,220.06,Success,2026-03-12 11:10:07,0.0
83274,63274,Debit Card,204.03,Success,2025-12-13 20:20:28,0.0
83275,63275,Debit Card,589.51,Success,2025-12-20 22:27:36,0.0
83276,63276,Debit Card,1205.47,Success,2025-08-18 01:40:37,0.0
83277,63277,Credit Card,1809.08,Success,2025-11-27 08:23:21,0.0
83278,63278,UPI,1008.05,Success,2026-04-15 10:59:12,0.0
83279,63279,UPI,2052.64,Success,2026-01-28 00:11:21,0.0
83280,63280,Debit Card,771.59,Success,2025-09-29 10:41:53,0.0
83281,63281,Cash,241.36,Success,2026-06-05 01:32:23,0.0
83282,63282,Wallet,1680.56,Success,2025-11-15 22:46:45,0.0
83283,63283,UPI,888.6,Success,2025-10-26 11:04:07,0.0
83284,63284,Credit Card,386.84,Success,2025-11-03 22:29:04,0.0
83285,63285,Debit Card,1118.43,Success,2025-11-12 20:23:24,0.0
83286,63286,Debit Card,633.52,Success,2025-08-06 20:13:29,0.0
83287,63287,UPI,790.63,Success,2025-10-21 06:43:22,0.0
83288,63288,Debit Card,804.85,Success,2026-04-05 02:27:11,0.0
83289,63289,UPI,572.49,Success,2025-09-20 22:22:23,0.0
83290,63290,UPI,438.17,Success,2026-01-13 18:28:40,0.0
83291,63291,UPI,317.74,Success,2025-12-27 13:51:54,0.0
83292,63292,Credit Card,298.73,Success,2026-07-11 04:02:28,0.0
83293,63293,Wallet,518.45,Success,2026-06-13 02:50:25,0.0
