review_id,order_id,customer_id,restaurant_id,rating,review_text,review_timestamp
82001,52251,11425,20399,3,The food was decent,2026-05-20 23:01:06
82002,52253,13349,20313,5,Amazing food and fast delivery,2026-07-11 20:05:04
82003,52254,14193,20361,5,Excellent service and quick delivery,2026-05-02 22:41:36
82004,52256,11248,20480,4,Food was fresh and tasty,2026-03-11 15:07:55
82005,52257,10315,20354,5,Very satisfied with my order,2026-05-05 01:17:57
82006,52258,12959,20125,4,Food was fresh and tasty,2026-07-11 23:43:24
82007,52260,13413,20328,5,Very satisfied with my order,2025-12-20 09:50:42
82008,52261,12674,20495,3,Average experience,2026-07-06 11:33:27
82009,52262,14859,20456,4,Very good food and packaging,2025-08-17 20:48:54
82010,52263,10732,20050,1,Delivery was extremely slow,2025-11-19 05:54:34
82011,52264,10422,20189,5,Amazing food and fast delivery,2025-10-21 01:49:18
82012,52265,12886,20249,3,Nothing special but acceptable,2025-10-06 17:55:37
82013,52266,12827,20039,5,Really enjoyed the meal,2026-04-29 11:59:22
82014,52267,13448,20291,4,Fast delivery and good quality food,2026-05-13 18:47:56
82015,52268,13529,20070,4,Fast delivery and good quality food,2026-02-28 22:17:34
82016,52269,12545,20247,5,Food was fresh and tasty,2026-03-04 04:30:31
82017,52270,13337,20411,5,Really enjoyed the meal,2026-07-13 14:53:39
82018,52271,11402,20404,5,Food was fresh and tasty,2026-04-15 13:01:09
82019,52272,13299,20340,2,Very disappointing experience,2026-04-17 23:12:06
82020,52273,14064,20145,4,Very satisfied with my order,2026-04-22 05:33:29
82021,52275,11180,20004,5,Very satisfied with my order,2025-12-15 20:31:20
82022,52276,12798,20044,5,Excellent service and quick delivery,2025-12-14 07:15:32
82023,52277,14371,20007,3,The experience was satisfactory,2025-10-02 07:30:42
82024,52278,14449,20423,2,Food was not fresh,2025-08-31 08:51:49
82025,52279,13031,20129,3,The food was decent,2026-04-18 21:08:59
82026,52280,11244,20191,3,Order was fine,2025-11-11 22:59:09
82027,52281,13332,20381,5,"Great restaurant, would order again",2025-10-20 10:38:01
82028,52283,11891,20306,3,Food quality was average,2026-01-09 18:57:08
82029,52285,14220,20291,4,Really enjoyed the meal,2025-10-29 01:44:29
82030,52286,13376,20253,5,Food was fresh and tasty,2025-08-27 22:06:05
82031,52287,11406,20401,4,Really enjoyed the meal,2026-01-28 02:29:30
82032,52288,14208,20190,5,Excellent service and quick delivery,2026-04-12 05:46:07
82033,52289,12895,20139,4,The food arrived hot and fresh,2026-02-16 22:56:15
82034,52290,13298,20354,3,Overall an average experience,2025-09-05 09:34:16
82035,52294,13235,20055,2,Food was not fresh,2026-05-03 14:29:46
82036,52295,14143,20234,4,Very satisfied with my order,2026-03-30 07:32:26
82037,52296,12648,20087,3,The food was decent,2026-04-18 17:04:53
82038,52297,12945,20120,3,Order was fine,2026-02-13 05:35:06
82039,52298,10055,20303,2,Very disappointing experience,2025-08-11 10:59:43
82040,52299,12315,20330,4,Very good food and packaging,2025-10-27 15:51:58
82041,52300,14641,20144,5,Really enjoyed the meal,2026-05-17 23:18:04
82042,52301,11990,20194,5,Excellent service and quick delivery,2025-08-13 17:51:36
82043,52302,14024,20072,4,Great experience and delicious food,2025-10-24 00:31:13
82044,52303,11344,20162,4,Amazing food and fast delivery,2026-02-02 03:02:41
82045,52304,13037,20416,5,"Great restaurant, would order again",2025-08-06 06:04:35
82046,52305,13130,20484,4,Really enjoyed the meal,2025-11-01 02:32:04
82047,52306,12668,20044,4,Fast delivery and good quality food,2026-03-09 11:58:37
82048,52307,12322,20325,5,Very good food and packaging,2025-09-19 16:26:17
82049,52308,12733,20143,4,The food arrived hot and fresh,2026-07-07 01:34:15
82050,52309,13195,20266,5,Fast delivery and good quality food,2026-03-27 12:26:54
82051,52310,12196,20235,4,Excellent service and quick delivery,2025-08-21 02:31:45
82052,52311,11234,20426,4,Great experience and delicious food,2026-05-12 07:25:17
82053,52312,12805,20499,4,Really enjoyed the meal,2026-04-21 22:21:10
82054,52313,10145,20396,2,Not happy with the service,2026-01-29 13:28:59
82055,52314,10601,20068,4,Excellent service and quick delivery,2026-03-12 18:37:44
82056,52315,14869,20038,4,Fast delivery and good quality food,2026-04-12 21:44:03
82057,52316,12422,20183,4,"Great restaurant, would order again",2025-11-25 19:43:42
82058,52317,11380,20224,5,Great experience and delicious food,2026-06-09 11:03:44
82059,52318,14833,20020,4,Amazing food and fast delivery,2025-10-29 05:44:43
82060,52319,10783,20137,4,Amazing food and fast delivery,2025-12-02 04:08:46
82061,52320,13536,20315,5,Amazing food and fast delivery,2026-06-14 07:48:55
82062,52322,12215,20269,4,Amazing food and fast delivery,2025-09-07 05:11:12
82063,52323,14440,20266,5,Excellent service and quick delivery,2026-07-21 20:39:00
82064,52324,13333,20439,4,"Great restaurant, would order again",2025-10-31 13:28:35
82065,52325,13779,20059,4,Very good food and packaging,2026-07-29 05:07:03
82066,52326,11673,20499,4,Fast delivery and good quality food,2026-03-24 02:34:30
82067,52327,10190,20286,4,Great experience and delicious food,2025-10-25 02:19:09
82068,52328,13806,20444,4,Really enjoyed the meal,2026-07-08 14:21:25
82069,52330,12750,20155,4,Very satisfied with my order,2025-12-22 10:44:03
82070,52331,12494,20489,5,The food arrived hot and fresh,2026-05-05 05:54:17
82071,52332,13772,20119,5,Great experience and delicious food,2026-01-20 23:46:52
82072,52333,14529,20489,4,Very good food and packaging,2026-01-02 16:37:40
82073,52335,10306,20121,5,Very good food and packaging,2026-06-17 23:06:34
82074,52336,10994,20466,5,Great experience and delicious food,2025-08-25 23:12:37
82075,52337,11402,20347,3,Order was fine,2026-04-12 13:53:11
82076,52338,14302,20196,4,Great experience and delicious food,2025-10-04 22:56:56
82077,52340,10769,20424,5,Very satisfied with my order,2026-05-24 09:46:59
82078,52341,10193,20255,4,Amazing food and fast delivery,2025-10-02 14:18:18
82079,52342,13008,20359,5,Really enjoyed the meal,2026-07-09 15:51:51
82080,52343,13330,20431,4,Really enjoyed the meal,2026-04-05 16:19:13
82081,52344,10012,20177,4,Excellent service and quick delivery,2026-02-04 09:46:47
82082,52345,10941,20283,3,Order was fine,2026-04-16 07:00:02
82083,52346,10215,20100,3,Order was fine,2025-08-24 22:44:55
82084,52347,10674,20374,4,Amazing food and fast delivery,2025-12-28 07:25:22
82085,52348,10785,20452,5,Very good food and packaging,2025-09-02 22:23:53
82086,52349,12857,20078,4,Amazing food and fast delivery,2025-08-09 21:16:24
82087,52350,10718,20022,3,Nothing special but acceptable,2026-06-05 15:06:06
82088,52351,12507,20097,4,Food was fresh and tasty,2025-12-11 21:03:17
82089,52352,14807,20204,4,Excellent service and quick delivery,2026-05-27 17:14:07
82090,52353,14417,20265,4,"Great restaurant, would order again",2025-11-22 17:48:11
82091,52354,13839,20222,5,Really enjoyed the meal,2026-05-09 05:56:14
82092,52355,12288,20019,5,Excellent service and quick delivery,2026-01-08 15:16:44
82093,52356,10015,20213,5,Fast delivery and good quality food,2026-01-25 05:28:30
82094,52357,14973,20003,4,Great experience and delicious food,2025-12-17 09:23:35
82095,52358,11190,20376,3,Nothing special but acceptable,2026-06-23 03:43:49
82096,52359,13337,20197,5,Food was fresh and tasty,2026-03-29 21:51:10
82097,52360,14266,20311,5,Really enjoyed the meal,2026-01-28 18:09:38
82098,52361,10726,20011,2,Delivery was extremely slow,2025-12-08 15:27:38
82099,52363,14174,20339,5,Amazing food and fast delivery,2025-11-28 09:49:53
82100,52364,10739,20259,5,Very good food and packaging,2026-05-26 07:52:29
82101,52366,10915,20187,4,Amazing food and fast delivery,2025-08-17 00:04:07
82102,52367,12921,20226,4,Very good food and packaging,2026-05-23 18:15:18
82103,52368,10194,20014,5,Excellent service and quick delivery,2025-10-14 20:31:01
82104,52369,10100,20222,4,Excellent service and quick delivery,2026-02-21 00:40:36
82105,52370,11528,20303,1,Not happy with the service,2026-02-09 08:37:45
82106,52371,12251,20330,5,Fast delivery and good quality food,2025-12-29 21:20:22
82107,52372,12056,20437,5,Great experience and delicious food,2026-03-12 01:51:00
82108,52373,13952,20390,5,"Great restaurant, would order again",2026-02-05 10:29:30
82109,52374,14805,20466,2,Delivery was extremely slow,2026-02-20 16:40:07
82110,52375,13616,20130,3,Nothing special but acceptable,2025-11-22 01:07:51
82111,52376,14038,20158,5,Great experience and delicious food,2026-05-05 15:07:40
82112,52377,14104,20182,4,Very satisfied with my order,2026-03-25 04:15:01
82113,52378,11796,20196,1,The food was cold when it arrived,2025-10-05 20:33:50
82114,52379,10804,20196,3,Order was fine,2026-05-08 17:47:59
82115,52380,14249,20133,1,Delivery was extremely slow,2025-08-12 03:31:05
82116,52381,13354,20016,5,Excellent service and quick delivery,2025-08-23 04:14:40
82117,52382,13375,20168,5,Food was fresh and tasty,2025-12-10 23:49:37
82118,52383,13272,20256,4,Very good food and packaging,2025-09-20 22:53:54
82119,52384,13087,20396,4,Great experience and delicious food,2025-12-03 21:10:20
82120,52385,11706,20240,4,Food was fresh and tasty,2026-05-30 11:42:11
82121,52386,14493,20445,4,Very satisfied with my order,2026-07-06 18:39:57
82122,52387,12027,20260,3,The food was decent,2025-08-21 23:51:25
82123,52388,13567,20461,3,Average experience,2026-07-20 10:48:38
82124,52389,14786,20125,3,Overall an average experience,2026-06-21 17:13:09
82125,52390,14092,20427,4,Excellent service and quick delivery,2025-10-10 02:13:26
82126,52391,11078,20093,4,Food was fresh and tasty,2025-11-30 08:14:26
82127,52392,11721,20413,2,Delivery was extremely slow,2026-07-26 10:33:34
82128,52393,14748,20477,3,Delivery was okay,2025-11-23 02:56:02
82129,52395,11408,20329,2,Poor packaging and bad experience,2026-05-28 15:19:37
82130,52396,13732,20205,4,Really enjoyed the meal,2026-07-08 13:42:47
82131,52397,14552,20384,5,The food arrived hot and fresh,2025-09-09 05:36:37
82132,52398,14093,20123,5,Fast delivery and good quality food,2025-11-05 22:28:02
82133,52399,10293,20449,3,Overall an average experience,2025-12-27 12:46:24
82134,52401,11503,20371,5,Great experience and delicious food,2026-04-26 00:06:49
82135,52402,10025,20139,4,Really enjoyed the meal,2025-11-02 12:12:15
82136,52403,14914,20006,5,Great experience and delicious food,2026-02-08 00:56:05
82137,52405,11544,20003,5,Very satisfied with my order,2025-11-28 06:37:45
82138,52406,13678,20340,5,"Great restaurant, would order again",2025-09-03 04:24:39
82139,52407,14515,20102,5,The food arrived hot and fresh,2025-09-18 05:07:29
82140,52408,14466,20485,4,Amazing food and fast delivery,2026-02-18 11:28:53
82141,52409,11516,20084,3,Average experience,2026-01-04 04:06:49
82142,52410,11813,20046,4,Great experience and delicious food,2025-08-08 06:55:07
82143,52411,13617,20443,4,Fast delivery and good quality food,2025-09-03 10:49:10
82144,52412,14353,20398,4,Very good food and packaging,2026-05-30 10:24:51
82145,52413,14424,20064,4,Amazing food and fast delivery,2025-11-21 08:27:52
82146,52415,12819,20131,5,Great experience and delicious food,2025-11-26 02:35:26
82147,52416,14750,20368,5,Very satisfied with my order,2026-02-20 14:20:29
82148,52417,10122,20044,5,"Great restaurant, would order again",2026-07-15 07:36:22
82149,52418,10033,20302,4,Excellent service and quick delivery,2025-12-15 05:51:10
82150,52419,11284,20386,4,Very good food and packaging,2025-08-11 07:18:36
82151,52420,12598,20328,5,Amazing food and fast delivery,2025-09-20 10:03:50
82152,52421,11177,20457,5,Amazing food and fast delivery,2026-01-20 00:50:02
82153,52422,14727,20398,5,Amazing food and fast delivery,2026-06-17 04:04:03
82154,52423,12537,20171,3,Food quality was average,2025-11-29 13:10:07
82155,52424,14326,20228,4,Very satisfied with my order,2025-10-31 10:45:51
82156,52425,10201,20260,5,Really enjoyed the meal,2025-11-07 16:07:53
82157,52426,10555,20277,4,Great experience and delicious food,2026-07-12 14:06:12
82158,52427,11190,20020,5,"Great restaurant, would order again",2026-01-14 20:47:08
82159,52428,13107,20318,5,Great experience and delicious food,2026-03-16 14:20:25
82160,52430,10818,20280,5,Very good food and packaging,2026-06-16 20:31:01
82161,52431,10846,20027,5,The food arrived hot and fresh,2025-10-04 05:11:55
82162,52432,10230,20349,5,Great experience and delicious food,2025-11-11 08:13:57
82163,52433,12338,20267,5,Fast delivery and good quality food,2025-09-25 12:05:23
82164,52434,10921,20047,2,Poor packaging and bad experience,2026-04-24 21:46:47
82165,52435,12474,20130,5,"Great restaurant, would order again",2026-02-28 21:39:36
82166,52437,11775,20042,2,Would not order again,2026-05-15 23:17:45
82167,52438,14162,20412,4,Great experience and delicious food,2026-06-02 18:39:39
82168,52439,14949,20047,4,Great experience and delicious food,2026-04-11 06:06:42
82169,52440,13106,20410,5,Food was fresh and tasty,2026-06-27 20:59:18
82170,52443,10666,20414,4,Amazing food and fast delivery,2025-08-17 14:44:12
82171,52444,13404,20158,4,Excellent service and quick delivery,2026-05-11 21:26:51
82172,52445,14221,20420,2,Poor packaging and bad experience,2025-08-09 08:33:50
82173,52446,11887,20177,5,Food was fresh and tasty,2026-07-22 05:47:54
82174,52447,14464,20021,5,"Great restaurant, would order again",2026-05-29 12:55:59
82175,52448,12058,20494,3,Food was okay,2025-09-11 11:37:40
82176,52449,14233,20245,4,Very satisfied with my order,2025-12-26 10:29:49
82177,52450,10181,20095,5,Very satisfied with my order,2026-03-24 11:40:14
82178,52452,12134,20499,4,Excellent service and quick delivery,2026-07-24 18:27:17
82179,52453,14816,20227,5,Amazing food and fast delivery,2025-08-16 17:35:33
82180,52454,14310,20228,4,Very satisfied with my order,2025-11-07 13:03:37
82181,52455,11191,20149,4,The food arrived hot and fresh,2026-08-02 20:19:56
82182,52457,14148,20180,5,Very good food and packaging,2026-02-05 09:51:20
82183,52458,12244,20236,3,The experience was satisfactory,2025-12-25 21:20:07
82184,52459,10713,20313,5,Great experience and delicious food,2026-07-31 07:04:18
82185,52460,10682,20110,5,Food was fresh and tasty,2026-02-05 13:07:51
82186,52461,10587,20039,3,Average experience,2025-10-01 11:22:20
82187,52462,11411,20197,5,Really enjoyed the meal,2026-07-26 04:04:13
82188,52463,10364,20386,4,The food arrived hot and fresh,2026-02-28 17:57:13
82189,52464,11933,20106,2,Order was delayed significantly,2026-05-16 09:53:56
82190,52465,14473,20170,3,The experience was satisfactory,2026-01-11 13:05:42
82191,52468,10727,20492,2,Order was delayed significantly,2026-05-08 23:08:49
82192,52469,10500,20220,5,Excellent service and quick delivery,2026-06-16 14:55:15
82193,52470,11121,20064,4,Excellent service and quick delivery,2026-04-17 12:29:07
82194,52471,11975,20155,5,Great experience and delicious food,2025-09-22 01:48:55
82195,52472,10590,20223,4,Great experience and delicious food,2025-12-11 12:54:17
82196,52473,10848,20372,3,Order was fine,2026-06-03 14:38:46
82197,52474,11107,20327,5,Very satisfied with my order,2026-02-21 00:39:51
82198,52476,13113,20166,5,"Great restaurant, would order again",2025-11-20 01:05:42
82199,52477,13010,20168,4,Very good food and packaging,2026-03-27 06:59:47
82200,52478,12662,20321,5,The food arrived hot and fresh,2026-06-20 00:27:49
82201,52479,13761,20374,3,It was an okay meal,2025-08-21 14:39:50
82202,52480,11800,20233,4,Fast delivery and good quality food,2025-12-20 21:44:39
82203,52481,10596,20135,5,Food was fresh and tasty,2025-08-15 03:34:56
82204,52482,12261,20149,5,Really enjoyed the meal,2026-08-01 17:38:55
82205,52483,14693,20029,4,"Great restaurant, would order again",2025-12-08 18:35:36
82206,52484,12169,20375,5,Really enjoyed the meal,2025-11-01 11:13:07
82207,52485,12504,20252,4,"Great restaurant, would order again",2025-08-16 09:50:44
82208,52486,14521,20422,5,Food was fresh and tasty,2026-02-03 04:36:51
82209,52487,14811,20141,4,"Great restaurant, would order again",2026-07-27 12:55:53
82210,52489,12289,20297,5,Fast delivery and good quality food,2026-03-05 13:23:48
82211,52490,11632,20310,4,Very satisfied with my order,2026-07-28 15:20:37
82212,52491,13520,20294,5,Excellent service and quick delivery,2025-10-23 02:33:34
82213,52492,12980,20168,1,Order was delayed significantly,2026-07-15 00:28:17
82214,52493,10431,20291,1,Food was not fresh,2026-03-29 18:50:35
82215,52494,12737,20435,4,Amazing food and fast delivery,2025-11-22 22:39:00
82216,52496,10119,20184,2,Would not order again,2026-03-24 13:14:32
82217,52497,11930,20166,5,Very good food and packaging,2025-12-09 16:44:13
82218,52498,11599,20418,1,Delivery was extremely slow,2026-06-27 05:55:58
82219,52500,10490,20157,4,Very good food and packaging,2025-09-06 02:31:03
82220,52502,10541,20247,5,The food arrived hot and fresh,2025-09-15 17:40:58
82221,52503,11462,20483,4,Excellent service and quick delivery,2026-06-03 12:26:40
82222,52505,11275,20407,5,Fast delivery and good quality food,2026-04-10 03:38:38
82223,52506,13238,20044,4,Very satisfied with my order,2025-11-24 22:15:18
82224,52507,10283,20002,5,"Great restaurant, would order again",2026-01-10 18:26:34
82225,52508,12776,20177,4,Fast delivery and good quality food,2025-12-24 06:53:49
82226,52509,11058,20070,1,Food was not fresh,2025-10-07 08:15:19
82227,52510,13863,20058,1,Delivery was extremely slow,2025-10-28 00:20:32
82228,52511,10756,20212,4,Amazing food and fast delivery,2026-07-06 07:05:48
82229,52512,14942,20353,5,Excellent service and quick delivery,2026-01-04 08:06:29
82230,52513,13141,20370,5,Great experience and delicious food,2026-07-18 21:17:31
82231,52514,11653,20290,5,The food arrived hot and fresh,2025-12-03 00:06:57
82232,52515,10073,20227,2,The food was cold when it arrived,2025-11-27 05:23:09
82233,52516,12879,20456,5,Very good food and packaging,2026-04-15 04:02:38
82234,52519,11548,20093,5,Food was fresh and tasty,2025-09-14 20:32:11
82235,52520,12836,20427,5,Really enjoyed the meal,2025-12-23 13:22:15
82236,52521,13776,20043,5,Very good food and packaging,2025-08-20 07:27:28
82237,52522,10925,20308,5,Excellent service and quick delivery,2025-10-07 15:10:43
82238,52523,10183,20251,2,Very disappointing experience,2025-11-03 14:05:02
82239,52524,11292,20119,3,Overall an average experience,2026-05-28 11:51:14
82240,52525,12582,20258,5,The food arrived hot and fresh,2026-04-27 08:20:54
82241,52526,13822,20088,4,Very good food and packaging,2026-06-17 17:03:19
82242,52527,12967,20083,5,Very good food and packaging,2025-11-17 16:16:55
82243,52528,14397,20145,4,Amazing food and fast delivery,2025-10-10 15:58:10
82244,52529,10107,20377,3,Overall an average experience,2025-09-30 22:02:42
82245,52530,14892,20091,4,Very satisfied with my order,2026-06-06 22:30:16
82246,52532,11609,20274,5,"Great restaurant, would order again",2026-04-15 07:28:07
82247,52533,13269,20181,5,Excellent service and quick delivery,2025-12-02 09:06:27
82248,52534,10002,20083,3,The experience was satisfactory,2026-06-09 04:40:15
82249,52535,12666,20041,3,Food quality was average,2025-10-12 20:34:28
82250,52536,14636,20240,4,Very satisfied with my order,2025-08-27 20:43:59
82251,52537,12381,20226,5,Great experience and delicious food,2025-10-17 05:49:36
82252,52538,14277,20309,5,Very satisfied with my order,2026-04-18 03:26:39
82253,52539,12702,20299,2,Would not order again,2025-11-16 15:31:29
82254,52542,10381,20148,3,The food was decent,2026-06-28 17:06:00
82255,52543,11994,20436,5,Amazing food and fast delivery,2026-03-05 15:03:28
82256,52544,12549,20426,3,Order was fine,2026-01-11 00:26:42
82257,52546,14643,20461,5,Very good food and packaging,2026-06-16 00:01:40
82258,52547,12992,20108,5,Very satisfied with my order,2025-10-26 04:31:47
82259,52548,10939,20051,5,Food was fresh and tasty,2026-02-12 04:34:03
82260,52549,14372,20038,5,"Great restaurant, would order again",2026-02-24 16:34:51
82261,52550,14152,20455,5,The food arrived hot and fresh,2025-12-16 05:36:49
82262,52551,13180,20331,2,Would not order again,2026-01-08 14:25:06
82263,52552,12051,20237,5,The food arrived hot and fresh,2026-05-06 05:31:12
82264,52553,10836,20172,5,Very satisfied with my order,2025-10-29 20:57:39
82265,52554,13979,20050,4,"Great restaurant, would order again",2025-12-31 08:14:19
82266,52555,13945,20347,4,Fast delivery and good quality food,2025-10-06 01:32:06
82267,52556,11597,20461,5,Amazing food and fast delivery,2026-04-09 17:49:59
82268,52557,11503,20136,1,Order was delayed significantly,2026-05-08 08:19:22
82269,52558,12937,20310,5,Excellent service and quick delivery,2026-01-28 06:10:38
82270,52559,14518,20296,4,Very good food and packaging,2026-04-18 08:49:19
82271,52560,13412,20047,5,Amazing food and fast delivery,2026-05-28 14:17:42
82272,52561,13583,20004,4,Really enjoyed the meal,2025-12-04 18:33:08
82273,52562,11787,20208,5,The food arrived hot and fresh,2026-03-17 09:42:43
82274,52563,11880,20304,3,Order was fine,2026-07-25 07:39:32
82275,52564,13862,20408,5,Great experience and delicious food,2026-06-26 10:47:16
82276,52565,11833,20442,3,Order was fine,2025-08-06 12:19:55
82277,52566,10212,20326,5,The food arrived hot and fresh,2025-09-02 10:33:24
82278,52568,12685,20072,4,"Great restaurant, would order again",2025-12-11 20:18:24
82279,52569,11392,20435,5,Fast delivery and good quality food,2025-09-24 10:25:46
82280,52570,11385,20101,5,"Great restaurant, would order again",2026-07-22 19:02:19
82281,52571,12439,20209,3,Nothing special but acceptable,2025-08-20 14:36:06
82282,52572,11454,20029,3,Nothing special but acceptable,2026-06-18 12:24:19
82283,52573,14558,20191,4,Food was fresh and tasty,2026-01-06 06:30:35
82284,52574,13327,20070,4,Really enjoyed the meal,2026-07-01 22:46:44
82285,52575,12845,20093,4,Food was fresh and tasty,2026-01-31 22:22:53
82286,52576,10835,20037,4,Very good food and packaging,2026-05-29 20:03:44
82287,52577,10359,20246,2,Order was delayed significantly,2026-06-30 20:46:16
82288,52578,14317,20143,5,Great experience and delicious food,2025-11-29 12:12:41
82289,52579,10336,20131,2,Food was not fresh,2026-02-26 15:47:34
82290,52580,10853,20427,5,"Great restaurant, would order again",2025-11-22 17:33:20
82291,52581,14439,20075,4,The food arrived hot and fresh,2025-09-24 07:47:43
82292,52582,14992,20061,3,Food was okay,2026-03-24 14:58:41
82293,52583,10882,20293,5,Excellent service and quick delivery,2026-01-03 06:48:55
82294,52584,13054,20316,3,Food quality was average,2025-11-24 22:04:58
82295,52585,12528,20440,3,The food was decent,2026-06-28 02:46:31
82296,52586,13311,20142,5,"Great restaurant, would order again",2026-04-20 22:53:35
82297,52588,10004,20020,3,The food was decent,2026-01-24 23:43:18
82298,52589,14632,20306,1,Poor packaging and bad experience,2026-02-26 04:24:25
82299,52590,14009,20273,5,Fast delivery and good quality food,2026-05-12 09:29:18
82300,52591,14459,20387,5,Very good food and packaging,2026-04-14 15:54:40
82301,52592,11548,20097,4,Really enjoyed the meal,2025-12-15 15:11:01
82302,52593,12860,20183,5,Very good food and packaging,2026-05-29 02:21:37
82303,52594,12185,20163,5,Very satisfied with my order,2025-11-06 17:51:36
82304,52596,12637,20040,4,Great experience and delicious food,2025-09-25 17:45:31
82305,52597,12873,20140,5,Food was fresh and tasty,2026-05-16 23:50:56
82306,52598,10951,20162,5,Fast delivery and good quality food,2025-11-06 11:12:51
82307,52599,13288,20391,4,Fast delivery and good quality food,2026-02-08 00:05:57
82308,52600,10898,20433,4,Great experience and delicious food,2026-05-31 14:43:29
82309,52601,10368,20477,4,Really enjoyed the meal,2026-01-11 09:49:13
82310,52602,13942,20126,5,Food was fresh and tasty,2026-07-05 16:02:46
82311,52603,14334,20372,4,"Great restaurant, would order again",2026-07-13 16:11:05
82312,52604,10339,20234,5,Fast delivery and good quality food,2026-01-07 08:33:06
82313,52605,13311,20299,4,Food was fresh and tasty,2026-05-16 22:55:35
82314,52606,12194,20248,2,Delivery was extremely slow,2025-12-27 15:34:45
82315,52607,10066,20344,4,"Great restaurant, would order again",2026-07-07 04:24:13
82316,52608,10474,20031,4,Very satisfied with my order,2025-10-25 09:08:08
82317,52609,11088,20179,3,Overall an average experience,2025-12-25 21:47:46
82318,52611,13568,20120,3,Average experience,2026-04-14 23:00:21
82319,52612,10667,20395,4,The food arrived hot and fresh,2025-10-18 14:01:42
82320,52614,11467,20264,5,The food arrived hot and fresh,2026-05-14 16:06:14
82321,52615,14726,20392,3,Average experience,2025-08-06 22:53:36
82322,52616,13613,20127,4,Great experience and delicious food,2026-06-29 15:13:45
82323,52617,12120,20005,4,Fast delivery and good quality food,2026-06-20 23:28:10
82324,52619,11806,20046,3,Food quality was average,2025-08-26 00:16:18
82325,52621,11565,20393,5,"Great restaurant, would order again",2026-07-07 11:47:51
82326,52622,12617,20327,5,Amazing food and fast delivery,2026-04-24 00:21:54
82327,52623,12678,20446,4,Very satisfied with my order,2025-10-19 08:08:07
82328,52624,12417,20346,3,The experience was satisfactory,2025-08-26 22:36:11
82329,52625,13483,20167,4,Amazing food and fast delivery,2026-01-14 04:23:55
82330,52626,14928,20042,2,Would not order again,2026-04-10 03:29:23
82331,52627,13763,20085,4,Really enjoyed the meal,2026-01-14 14:45:45
82332,52628,11662,20276,5,Really enjoyed the meal,2026-07-01 14:08:53
82333,52629,14843,20190,4,Very satisfied with my order,2025-10-05 17:33:27
82334,52630,12998,20420,3,Average experience,2026-03-20 07:34:20
82335,52631,10074,20070,5,The food arrived hot and fresh,2026-06-19 02:09:13
82336,52633,11438,20035,3,The experience was satisfactory,2026-07-07 10:12:39
82337,52634,12527,20418,5,"Great restaurant, would order again",2026-06-03 17:21:16
82338,52635,12288,20302,5,Food was fresh and tasty,2026-01-25 01:37:27
82339,52636,13229,20065,4,Food was fresh and tasty,2026-04-30 15:17:46
82340,52637,14041,20153,5,Food was fresh and tasty,2026-07-18 11:10:34
82341,52638,10971,20103,4,Amazing food and fast delivery,2025-12-10 02:15:46
82342,52639,13800,20003,5,Fast delivery and good quality food,2026-07-03 20:12:53
82343,52640,14441,20500,5,The food arrived hot and fresh,2026-01-14 22:13:03
82344,52641,13063,20259,4,Excellent service and quick delivery,2026-05-15 08:59:19
82345,52642,13770,20436,5,Amazing food and fast delivery,2025-09-24 22:13:11
82346,52643,14941,20325,4,Amazing food and fast delivery,2025-10-24 08:56:22
82347,52644,11422,20469,3,Delivery was okay,2026-07-05 02:34:39
82348,52645,10041,20389,5,The food arrived hot and fresh,2025-10-11 05:12:43
82349,52646,11462,20018,3,The experience was satisfactory,2026-03-28 05:51:17
82350,52647,10774,20166,3,Delivery was okay,2025-08-10 06:50:32
82351,52648,10205,20188,4,Really enjoyed the meal,2025-11-27 07:16:56
82352,52649,10897,20148,4,Great experience and delicious food,2026-02-09 04:06:27
82353,52650,13580,20208,1,The food was cold when it arrived,2026-03-19 10:18:29
82354,52651,10797,20352,3,Food was okay,2026-04-29 12:35:31
82355,52652,11742,20013,4,Great experience and delicious food,2025-11-30 08:27:30
82356,52653,12939,20074,4,The food arrived hot and fresh,2026-05-19 22:38:52
82357,52654,10410,20067,5,Food was fresh and tasty,2026-03-01 23:20:22
82358,52655,14951,20077,4,Amazing food and fast delivery,2026-03-02 00:27:52
82359,52657,12750,20228,4,Great experience and delicious food,2026-03-30 00:46:33
82360,52658,12052,20483,4,Great experience and delicious food,2025-11-30 12:33:39
82361,52659,14135,20107,3,Food was okay,2025-11-25 14:16:25
82362,52660,12673,20197,3,Food was okay,2026-02-23 00:36:30
82363,52661,14952,20234,4,Very good food and packaging,2025-12-31 08:00:03
82364,52662,14642,20404,4,Really enjoyed the meal,2026-04-09 12:19:36
82365,52663,10120,20013,4,Excellent service and quick delivery,2025-11-21 00:13:32
82366,52664,10281,20023,3,Food quality was average,2025-10-07 18:10:29
82367,52665,12319,20051,4,Food was fresh and tasty,2026-07-31 00:58:48
82368,52666,11153,20171,2,Very disappointing experience,2026-06-27 02:11:22
82369,52667,14472,20115,4,Amazing food and fast delivery,2026-01-18 20:31:13
82370,52668,12953,20139,5,Excellent service and quick delivery,2026-07-13 17:03:06
82371,52669,14411,20118,1,Very disappointing experience,2026-01-13 22:33:21
82372,52670,12190,20090,5,Very good food and packaging,2026-06-17 03:26:14
82373,52672,10799,20415,5,Great experience and delicious food,2026-07-05 02:57:44
82374,52673,14824,20352,3,Food was okay,2025-09-19 14:27:02
