customer_id,total_orders,avg_order_value,total_spending,ordering_frequency,avg_rating_given,weekend_orders,late_night_orders,cluster,cluster_name,dbscan_cluster
11484,7,818.6228571428572,5730.360000000001,0.5833333333333334,4.333333333333333,0.0,3.0,0,Occasional Moderate-Value Customers,0
11485,10,808.054,8080.54,0.8333333333333334,2.75,6.0,1.0,1,Frequent High-Value Customers,-1
11486,13,569.5715384615385,7404.43,1.0833333333333333,4.3,3.0,3.0,1,Frequent High-Value Customers,0
11487,5,805.332,4026.66,0.4166666666666667,4.4,2.0,2.0,0,Occasional Moderate-Value Customers,0
11488,7,759.1771428571428,5314.24,0.5833333333333334,4.2,2.0,2.0,0,Occasional Moderate-Value Customers,0
11489,9,440.3666666666667,3963.3,0.75,4.75,2.0,2.0,0,Occasional Moderate-Value Customers,0
11490,15,762.894,11443.41,1.25,4.0,3.0,7.0,1,Frequent High-Value Customers,0
11491,15,683.8960000000001,10258.44,1.25,3.9285714285714284,1.0,2.0,1,Frequent High-Value Customers,0
11492,11,686.4545454545455,7551.0,0.9166666666666666,3.7,2.0,2.0,1,Frequent High-Value Customers,0
11493,8,561.5425,4492.34,0.6666666666666666,3.6,4.0,2.0,0,Occasional Moderate-Value Customers,0
11494,11,651.7954545454545,7169.75,0.9166666666666666,3.6363636363636362,2.0,3.0,1,Frequent High-Value Customers,0
11495,16,551.171875,8818.75,1.3333333333333333,3.923076923076923,5.0,7.0,1,Frequent High-Value Customers,0
11496,9,575.6866666666667,5181.18,0.75,3.625,5.0,2.0,0,Occasional Moderate-Value Customers,0
11497,3,664.9633333333334,1994.89,0.25,3.6666666666666665,1.0,1.0,0,Occasional Moderate-Value Customers,0
11498,10,572.499,5724.99,0.8333333333333334,3.25,5.0,2.0,0,Occasional Moderate-Value Customers,0
11499,11,792.8318181818181,8721.15,0.9166666666666666,3.8181818181818183,0.0,2.0,0,Occasional Moderate-Value Customers,0
11500,12,582.88,6994.56,1.0,4.090909090909091,8.0,4.0,1,Frequent High-Value Customers,-1
11501,6,812.3650000000001,4874.1900000000005,0.5,4.2,0.0,0.0,0,Occasional Moderate-Value Customers,0
11502,11,616.7554545454545,6784.31,0.9166666666666666,3.7777777777777777,4.0,2.0,1,Frequent High-Value Customers,0
11503,21,875.3909523809523,18383.21,1.75,3.611111111111111,7.0,8.0,1,Frequent High-Value Customers,-1
11504,9,861.6700000000001,7755.030000000001,0.75,4.444444444444445,6.0,1.0,1,Frequent High-Value Customers,-1
11505,8,524.7225,4197.78,0.6666666666666666,3.5714285714285716,2.0,3.0,0,Occasional Moderate-Value Customers,0
11506,11,694.0518181818182,7634.570000000001,0.9166666666666666,4.363636363636363,3.0,4.0,1,Frequent High-Value Customers,0
11507,11,586.2981818181818,6449.28,0.9166666666666666,3.5,1.0,2.0,0,Occasional Moderate-Value Customers,0
11508,13,796.03,10348.39,1.0833333333333333,3.6153846153846154,1.0,5.0,1,Frequent High-Value Customers,0
11509,14,527.2778571428572,7381.89,1.1666666666666667,3.111111111111111,4.0,2.0,1,Frequent High-Value Customers,0
11510,13,596.243076923077,7751.16,1.0833333333333333,4.416666666666667,5.0,3.0,1,Frequent High-Value Customers,0
11511,9,1039.89,9359.01,0.75,3.25,2.0,1.0,0,Occasional Moderate-Value Customers,-1
11512,10,575.684,5756.84,0.8333333333333334,4.222222222222222,4.0,4.0,1,Frequent High-Value Customers,0
11513,11,589.6963636363636,6486.66,0.9166666666666666,3.9,4.0,2.0,1,Frequent High-Value Customers,0
11514,9,882.1155555555556,7939.04,0.75,3.375,3.0,1.0,0,Occasional Moderate-Value Customers,0
11515,9,738.4588888888889,6646.13,0.75,4.111111111111111,1.0,2.0,0,Occasional Moderate-Value Customers,0
11516,11,556.5818181818181,6122.4,0.9166666666666666,3.7,3.0,2.0,0,Occasional Moderate-Value Customers,0
11517,16,713.9300000000001,11422.880000000001,1.3333333333333333,4.0,5.0,6.0,1,Frequent High-Value Customers,0
11518,9,810.52,7294.68,0.75,4.166666666666667,3.0,1.0,0,Occasional Moderate-Value Customers,0
11519,16,513.94875,8223.18,1.3333333333333333,4.1875,5.0,5.0,1,Frequent High-Value Customers,0
11520,13,621.9084615384616,8084.81,1.0833333333333333,3.75,5.0,1.0,1,Frequent High-Value Customers,0
11521,14,754.9735714285714,10569.63,1.1666666666666667,3.6666666666666665,4.0,2.0,1,Frequent High-Value Customers,0
11522,9,599.7355555555555,5397.62,0.75,3.5555555555555554,2.0,3.0,0,Occasional Moderate-Value Customers,0
11523,6,735.9383333333334,4415.63,0.5,4.333333333333333,2.0,2.0,0,Occasional Moderate-Value Customers,0
11524,9,723.83,6514.47,0.75,4.428571428571429,2.0,1.0,0,Occasional Moderate-Value Customers,0
11525,12,726.4733333333334,8717.68,1.0,3.6363636363636362,3.0,1.0,1,Frequent High-Value Customers,0
11526,9,447.15777777777777,4024.42,0.75,3.5,1.0,2.0,0,Occasional Moderate-Value Customers,0
11527,11,876.2327272727272,9638.56,0.9166666666666666,3.7777777777777777,4.0,2.0,1,Frequent High-Value Customers,0
11528,8,841.5912500000001,6732.7300000000005,0.6666666666666666,2.7142857142857144,3.0,4.0,0,Occasional Moderate-Value Customers,-1
11529,10,588.777,5887.77,0.8333333333333334,4.285714285714286,1.0,1.0,0,Occasional Moderate-Value Customers,0
11530,14,684.585,9584.19,1.1666666666666667,3.923076923076923,3.0,3.0,1,Frequent High-Value Customers,0
11531,9,679.3844444444444,6114.46,0.75,3.5555555555555554,1.0,3.0,0,Occasional Moderate-Value Customers,0
11532,12,639.3391666666666,7672.07,1.0,3.8181818181818183,4.0,2.0,1,Frequent High-Value Customers,0
11533,9,916.5266666666666,8248.74,0.75,4.5,3.0,2.0,0,Occasional Moderate-Value Customers,0
11534,7,725.8257142857144,5080.780000000001,0.5833333333333334,4.4,1.0,2.0,0,Occasional Moderate-Value Customers,0
11535,13,734.9253846153847,9554.03,1.0833333333333333,4.083333333333333,4.0,4.0,1,Frequent High-Value Customers,0
11536,10,701.964,7019.64,0.8333333333333334,4.2,2.0,2.0,0,Occasional Moderate-Value Customers,0
11537,12,685.7641666666667,8229.17,1.0,3.5454545454545454,5.0,3.0,1,Frequent High-Value Customers,0
11538,12,598.695,7184.34,1.0,4.125,2.0,2.0,1,Frequent High-Value Customers,0
11539,7,872.2685714285715,6105.88,0.5833333333333334,4.142857142857143,2.0,2.0,0,Occasional Moderate-Value Customers,0
11540,15,564.758,8471.37,1.25,3.5714285714285716,5.0,3.0,1,Frequent High-Value Customers,0
11541,6,821.055,4926.33,0.5,3.3333333333333335,1.0,1.0,0,Occasional Moderate-Value Customers,0
11542,6,708.13,4248.78,0.5,3.5,2.0,3.0,0,Occasional Moderate-Value Customers,0
11543,7,757.5742857142858,5303.02,0.5833333333333334,3.5,2.0,3.0,0,Occasional Moderate-Value Customers,0
11544,7,796.9857142857144,5578.900000000001,0.5833333333333334,4.571428571428571,2.0,2.0,0,Occasional Moderate-Value Customers,0
11545,8,614.655,4917.24,0.6666666666666666,4.375,3.0,4.0,0,Occasional Moderate-Value Customers,0
11546,8,618.385,4947.08,0.6666666666666666,4.5,1.0,2.0,0,Occasional Moderate-Value Customers,0
11547,3,558.9233333333333,1676.77,0.25,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
11548,10,730.337,7303.37,0.8333333333333334,3.8,3.0,1.0,0,Occasional Moderate-Value Customers,0
11549,12,836.3775,10036.53,1.0,3.3333333333333335,1.0,3.0,1,Frequent High-Value Customers,0
11550,8,506.64,4053.12,0.6666666666666666,3.875,8.0,4.0,0,Occasional Moderate-Value Customers,-1
11551,9,731.6322222222221,6584.69,0.75,4.0,3.0,1.0,0,Occasional Moderate-Value Customers,0
11552,9,827.5922222222222,7448.33,0.75,4.0,4.0,1.0,0,Occasional Moderate-Value Customers,0
11553,5,961.366,4806.83,0.4166666666666667,3.8,4.0,3.0,0,Occasional Moderate-Value Customers,-1
11554,11,575.7172727272728,6332.89,0.9166666666666666,3.7777777777777777,4.0,3.0,1,Frequent High-Value Customers,0
11555,3,672.77,2018.31,0.25,3.6666666666666665,1.0,1.0,0,Occasional Moderate-Value Customers,0
11556,9,641.8466666666667,5776.62,0.75,4.0,3.0,3.0,0,Occasional Moderate-Value Customers,0
11557,8,814.28,6514.24,0.6666666666666666,3.4285714285714284,4.0,4.0,0,Occasional Moderate-Value Customers,0
11558,8,570.5825,4564.66,0.6666666666666666,4.25,3.0,1.0,0,Occasional Moderate-Value Customers,0
11559,13,579.2592307692307,7530.37,1.0833333333333333,3.5,5.0,4.0,1,Frequent High-Value Customers,0
11560,7,508.67857142857144,3560.75,0.5833333333333334,3.7142857142857144,1.0,1.0,0,Occasional Moderate-Value Customers,0
11561,7,848.9528571428572,5942.67,0.5833333333333334,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
11562,15,737.6526666666666,11064.789999999999,1.25,3.8461538461538463,1.0,2.0,1,Frequent High-Value Customers,0
11563,13,669.6261538461538,8705.14,1.0833333333333333,4.076923076923077,6.0,2.0,1,Frequent High-Value Customers,0
11564,10,586.999,5869.99,0.8333333333333334,4.222222222222222,3.0,3.0,0,Occasional Moderate-Value Customers,0
11565,10,557.2470000000001,5572.47,0.8333333333333334,4.0,3.0,2.0,0,Occasional Moderate-Value Customers,0
11566,9,837.2199999999999,7534.98,0.75,3.75,6.0,2.0,1,Frequent High-Value Customers,0
11567,15,723.2446666666667,10848.67,1.25,4.0,5.0,5.0,1,Frequent High-Value Customers,0
11568,10,539.858,5398.58,0.8333333333333334,4.2,5.0,0.0,0,Occasional Moderate-Value Customers,0
11569,9,656.7755555555555,5910.98,0.75,4.25,0.0,3.0,0,Occasional Moderate-Value Customers,0
11570,1,525.71,525.71,0.08333333333333333,1.0,1.0,0.0,0,Occasional Moderate-Value Customers,-1
11571,6,455.40333333333336,2732.42,0.5,3.8,1.0,0.0,0,Occasional Moderate-Value Customers,0
11572,9,867.99,7811.91,0.75,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
11573,5,469.31800000000004,2346.59,0.4166666666666667,4.4,1.0,0.0,0,Occasional Moderate-Value Customers,0
11574,10,776.9399999999999,7769.4,0.8333333333333334,3.5,1.0,3.0,0,Occasional Moderate-Value Customers,0
11575,18,599.3366666666666,10788.06,1.5,3.7777777777777777,6.0,7.0,1,Frequent High-Value Customers,0
11576,13,671.9723076923076,8735.64,1.0833333333333333,3.2,4.0,9.0,1,Frequent High-Value Customers,-1
11577,12,643.3866666666667,7720.639999999999,1.0,4.090909090909091,6.0,2.0,1,Frequent High-Value Customers,0
11578,13,660.4430769230769,8585.76,1.0833333333333333,3.909090909090909,3.0,4.0,1,Frequent High-Value Customers,0
11579,5,717.714,3588.57,0.4166666666666667,4.6,1.0,1.0,0,Occasional Moderate-Value Customers,0
11580,11,760.1472727272728,8361.62,0.9166666666666666,3.0,4.0,4.0,1,Frequent High-Value Customers,0
11581,14,643.2792857142857,9005.91,1.1666666666666667,3.8333333333333335,4.0,3.0,1,Frequent High-Value Customers,0
11582,12,739.2691666666666,8871.23,1.0,3.1666666666666665,3.0,1.0,1,Frequent High-Value Customers,0
11583,7,450.1014285714286,3150.71,0.5833333333333334,3.857142857142857,4.0,2.0,0,Occasional Moderate-Value Customers,0
11584,7,492.4485714285714,3447.14,0.5833333333333334,3.25,2.0,0.0,0,Occasional Moderate-Value Customers,0
11585,6,807.4933333333333,4844.96,0.5,4.333333333333333,1.0,2.0,0,Occasional Moderate-Value Customers,0
11586,12,659.8675,7918.41,1.0,3.7777777777777777,3.0,5.0,1,Frequent High-Value Customers,0
11587,9,352.56888888888886,3173.12,0.75,4.571428571428571,2.0,0.0,0,Occasional Moderate-Value Customers,-1
11588,10,797.975,7979.75,0.8333333333333334,4.142857142857143,3.0,4.0,1,Frequent High-Value Customers,0
11589,11,905.9363636363636,9965.3,0.9166666666666666,4.7,4.0,0.0,1,Frequent High-Value Customers,-1
11590,3,799.1833333333334,2397.55,0.25,4.0,0.0,0.0,0,Occasional Moderate-Value Customers,0
11591,7,732.4971428571428,5127.48,0.5833333333333334,4.2,2.0,1.0,0,Occasional Moderate-Value Customers,0
11592,13,890.9476923076923,11582.32,1.0833333333333333,3.6363636363636362,4.0,3.0,1,Frequent High-Value Customers,0
11593,11,670.7472727272727,7378.22,0.9166666666666666,4.3,4.0,2.0,1,Frequent High-Value Customers,0
11594,12,707.8083333333334,8493.7,1.0,3.8,5.0,4.0,1,Frequent High-Value Customers,0
11595,8,513.135,4105.08,0.6666666666666666,3.5,1.0,1.0,0,Occasional Moderate-Value Customers,0
11596,10,804.015,8040.15,0.8333333333333334,3.111111111111111,2.0,1.0,0,Occasional Moderate-Value Customers,0
11597,12,677.1925,8126.3099999999995,1.0,4.181818181818182,4.0,5.0,1,Frequent High-Value Customers,0
11598,10,480.48400000000004,4804.84,0.8333333333333334,3.625,2.0,5.0,0,Occasional Moderate-Value Customers,0
11599,10,642.507,6425.07,0.8333333333333334,3.875,2.0,2.0,0,Occasional Moderate-Value Customers,0
11600,5,717.762,3588.81,0.4166666666666667,4.25,2.0,2.0,0,Occasional Moderate-Value Customers,0
11601,14,838.2021428571428,11734.83,1.1666666666666667,4.111111111111111,5.0,2.0,1,Frequent High-Value Customers,0
11602,9,801.5344444444444,7213.8099999999995,0.75,3.0,4.0,1.0,0,Occasional Moderate-Value Customers,0
11603,9,739.5455555555556,6655.91,0.75,3.5555555555555554,2.0,1.0,0,Occasional Moderate-Value Customers,0
11604,13,775.3823076923077,10079.97,1.0833333333333333,4.666666666666667,6.0,4.0,1,Frequent High-Value Customers,-1
11605,5,765.742,3828.71,0.4166666666666667,4.666666666666667,0.0,3.0,0,Occasional Moderate-Value Customers,0
11606,7,429.22142857142853,3004.5499999999997,0.5833333333333334,2.8333333333333335,2.0,2.0,0,Occasional Moderate-Value Customers,0
11607,11,650.2818181818183,7153.1,0.9166666666666666,3.7777777777777777,6.0,5.0,1,Frequent High-Value Customers,0
11608,13,620.7707692307692,8070.02,1.0833333333333333,3.6153846153846154,7.0,4.0,1,Frequent High-Value Customers,0
11609,15,501.83866666666665,7527.58,1.25,4.0,7.0,4.0,1,Frequent High-Value Customers,0
11610,8,779.965,6239.72,0.6666666666666666,3.625,2.0,2.0,0,Occasional Moderate-Value Customers,0
11611,9,855.1366666666667,7696.23,0.75,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
11612,12,711.6150000000001,8539.380000000001,1.0,4.0,3.0,3.0,1,Frequent High-Value Customers,0
11613,10,928.101,9281.01,0.8333333333333334,3.875,0.0,0.0,0,Occasional Moderate-Value Customers,0
11614,9,1037.581111111111,9338.23,0.75,3.75,6.0,4.0,1,Frequent High-Value Customers,0
11615,12,603.465,7241.58,1.0,4.3,4.0,3.0,1,Frequent High-Value Customers,0
11616,8,790.80625,6326.45,0.6666666666666666,3.75,1.0,2.0,0,Occasional Moderate-Value Customers,0
11617,10,769.155,7691.55,0.8333333333333334,3.6666666666666665,2.0,2.0,0,Occasional Moderate-Value Customers,0
11618,10,700.553,7005.53,0.8333333333333334,4.0,4.0,4.0,1,Frequent High-Value Customers,0
11619,14,767.9871428571429,10751.82,1.1666666666666667,3.909090909090909,5.0,4.0,1,Frequent High-Value Customers,0
11620,10,699.55,6995.5,0.8333333333333334,3.7,1.0,3.0,0,Occasional Moderate-Value Customers,0
11621,17,753.5270588235294,12809.96,1.4166666666666667,3.4705882352941178,2.0,7.0,1,Frequent High-Value Customers,-1
11622,10,780.282,7802.820000000001,0.8333333333333334,4.166666666666667,1.0,1.0,0,Occasional Moderate-Value Customers,0
11623,14,684.9242857142857,9588.94,1.1666666666666667,3.6666666666666665,2.0,5.0,1,Frequent High-Value Customers,0
11624,11,619.7872727272727,6817.66,0.9166666666666666,4.666666666666667,4.0,1.0,1,Frequent High-Value Customers,0
11625,12,737.5808333333333,8850.97,1.0,4.090909090909091,5.0,2.0,1,Frequent High-Value Customers,0
11626,11,616.5,6781.5,0.9166666666666666,4.0,2.0,4.0,1,Frequent High-Value Customers,0
11627,9,819.5633333333333,7376.07,0.75,4.25,4.0,2.0,0,Occasional Moderate-Value Customers,0
11628,10,660.844,6608.4400000000005,0.8333333333333334,3.375,3.0,2.0,0,Occasional Moderate-Value Customers,0
11629,1,1203.86,1203.86,0.08333333333333333,5.0,1.0,1.0,0,Occasional Moderate-Value Customers,-1
11630,7,537.5942857142857,3763.16,0.5833333333333334,4.0,3.0,2.0,0,Occasional Moderate-Value Customers,0
11631,9,625.9100000000001,5633.1900000000005,0.75,3.2857142857142856,4.0,5.0,0,Occasional Moderate-Value Customers,0
11632,10,660.361,6603.61,0.8333333333333334,4.142857142857143,5.0,2.0,1,Frequent High-Value Customers,0
11633,10,718.164,7181.64,0.8333333333333334,3.4,2.0,3.0,0,Occasional Moderate-Value Customers,0
11634,16,563.9775,9023.64,1.3333333333333333,3.857142857142857,8.0,3.0,1,Frequent High-Value Customers,0
11635,8,923.045,7384.36,0.6666666666666666,4.166666666666667,3.0,0.0,0,Occasional Moderate-Value Customers,0
11636,5,995.0200000000001,4975.1,0.4166666666666667,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
11637,12,665.6833333333333,7988.2,1.0,4.0,4.0,3.0,1,Frequent High-Value Customers,0
11638,12,546.5600000000001,6558.72,1.0,4.0,3.0,4.0,1,Frequent High-Value Customers,0
11639,20,690.2745,13805.49,1.6666666666666667,3.4375,9.0,8.0,1,Frequent High-Value Customers,-1
11640,5,498.63199999999995,2493.16,0.4166666666666667,3.8,0.0,0.0,0,Occasional Moderate-Value Customers,0
11641,9,607.58,5468.22,0.75,3.7777777777777777,1.0,5.0,0,Occasional Moderate-Value Customers,0
11642,10,608.295,6082.95,0.8333333333333334,3.4444444444444446,3.0,5.0,1,Frequent High-Value Customers,0
11643,13,1121.8692307692309,14584.300000000001,1.0833333333333333,3.769230769230769,3.0,2.0,1,Frequent High-Value Customers,-1
11644,12,846.8233333333333,10161.88,1.0,4.5,4.0,5.0,1,Frequent High-Value Customers,0
11645,9,614.4833333333333,5530.35,0.75,3.375,1.0,5.0,0,Occasional Moderate-Value Customers,0
11646,14,608.7007142857143,8521.81,1.1666666666666667,3.727272727272727,3.0,2.0,1,Frequent High-Value Customers,0
11647,5,680.4559999999999,3402.2799999999997,0.4166666666666667,3.75,4.0,0.0,0,Occasional Moderate-Value Customers,0
11648,11,652.0854545454545,7172.94,0.9166666666666666,3.8,2.0,3.0,1,Frequent High-Value Customers,0
11649,2,655.635,1311.27,0.16666666666666666,3.5,1.0,0.0,0,Occasional Moderate-Value Customers,0
11650,11,653.9172727272727,7193.09,0.9166666666666666,3.2857142857142856,5.0,2.0,1,Frequent High-Value Customers,0
11651,13,742.47,9652.11,1.0833333333333333,3.6666666666666665,2.0,2.0,1,Frequent High-Value Customers,0
11652,8,593.2,4745.6,0.6666666666666666,3.6666666666666665,2.0,0.0,0,Occasional Moderate-Value Customers,0
11653,13,688.8223076923077,8954.69,1.0833333333333333,4.090909090909091,3.0,1.0,1,Frequent High-Value Customers,0
11654,6,740.335,4442.01,0.5,3.25,1.0,0.0,0,Occasional Moderate-Value Customers,0
11655,15,588.8706666666666,8833.06,1.25,3.642857142857143,6.0,5.0,1,Frequent High-Value Customers,0
11656,11,786.1763636363637,8647.94,0.9166666666666666,4.0,1.0,3.0,1,Frequent High-Value Customers,0
11657,7,869.8371428571428,6088.86,0.5833333333333334,3.4285714285714284,3.0,2.0,0,Occasional Moderate-Value Customers,0
11658,10,579.149,5791.49,0.8333333333333334,3.7777777777777777,2.0,3.0,0,Occasional Moderate-Value Customers,0
11659,8,533.0912500000001,4264.7300000000005,0.6666666666666666,3.8333333333333335,5.0,1.0,0,Occasional Moderate-Value Customers,0
11660,9,674.6,6071.400000000001,0.75,4.125,4.0,2.0,0,Occasional Moderate-Value Customers,0
11661,10,753.404,7534.04,0.8333333333333334,3.8,4.0,3.0,1,Frequent High-Value Customers,0
11662,16,783.806875,12540.91,1.3333333333333333,4.5,5.0,3.0,1,Frequent High-Value Customers,0
11663,9,703.5999999999999,6332.4,0.75,3.7777777777777777,1.0,4.0,0,Occasional Moderate-Value Customers,0
11664,10,656.5139999999999,6565.139999999999,0.8333333333333334,4.333333333333333,2.0,2.0,0,Occasional Moderate-Value Customers,0
11665,12,568.1325,6817.59,1.0,3.3636363636363638,6.0,3.0,1,Frequent High-Value Customers,0
11666,8,927.80875,7422.47,0.6666666666666666,2.8,5.0,5.0,1,Frequent High-Value Customers,-1
11667,11,650.4854545454546,7155.34,0.9166666666666666,4.090909090909091,5.0,1.0,1,Frequent High-Value Customers,0
11668,17,761.7529411764706,12949.8,1.4166666666666667,4.153846153846154,4.0,3.0,1,Frequent High-Value Customers,0
11669,14,609.1864285714286,8528.61,1.1666666666666667,3.909090909090909,8.0,4.0,1,Frequent High-Value Customers,0
11670,14,754.3842857142856,10561.38,1.1666666666666667,4.090909090909091,5.0,3.0,1,Frequent High-Value Customers,0
11671,8,739.93125,5919.45,0.6666666666666666,3.625,4.0,0.0,0,Occasional Moderate-Value Customers,0
11672,15,645.4393333333334,9681.59,1.25,4.142857142857143,3.0,3.0,1,Frequent High-Value Customers,0
11673,10,700.793,7007.93,0.8333333333333334,4.111111111111111,3.0,3.0,1,Frequent High-Value Customers,0
11674,10,780.36,7803.6,0.8333333333333334,4.1,6.0,2.0,1,Frequent High-Value Customers,0
11675,13,796.7399999999999,10357.619999999999,1.0833333333333333,3.769230769230769,4.0,4.0,1,Frequent High-Value Customers,0
11676,14,515.1128571428571,7211.58,1.1666666666666667,3.9166666666666665,4.0,2.0,1,Frequent High-Value Customers,0
11677,8,749.3512499999999,5994.8099999999995,0.6666666666666666,4.571428571428571,1.0,1.0,0,Occasional Moderate-Value Customers,0
11678,10,667.434,6674.34,0.8333333333333334,4.125,3.0,2.0,0,Occasional Moderate-Value Customers,0
11679,12,673.335,8080.02,1.0,3.909090909090909,2.0,3.0,1,Frequent High-Value Customers,0
11680,15,580.1093333333333,8701.64,1.25,4.3076923076923075,5.0,3.0,1,Frequent High-Value Customers,0
11681,11,597.6727272727272,6574.4,0.9166666666666666,4.0,2.0,3.0,0,Occasional Moderate-Value Customers,0
11682,7,679.2214285714286,4754.55,0.5833333333333334,4.2,1.0,1.0,0,Occasional Moderate-Value Customers,0
11683,12,795.6083333333332,9547.3,1.0,4.25,4.0,1.0,1,Frequent High-Value Customers,0
11684,11,565.2945454545454,6218.24,0.9166666666666666,3.75,2.0,2.0,0,Occasional Moderate-Value Customers,0
11685,11,469.7927272727273,5167.72,0.9166666666666666,3.6,4.0,4.0,1,Frequent High-Value Customers,0
11686,13,704.7761538461539,9162.09,1.0833333333333333,4.083333333333333,3.0,2.0,1,Frequent High-Value Customers,0
11687,10,757.5690000000001,7575.6900000000005,0.8333333333333334,3.375,5.0,1.0,1,Frequent High-Value Customers,0
11688,9,630.2844444444444,5672.5599999999995,0.75,3.7142857142857144,1.0,1.0,0,Occasional Moderate-Value Customers,0
11689,9,656.3577777777778,5907.22,0.75,3.888888888888889,3.0,3.0,0,Occasional Moderate-Value Customers,0
11690,10,740.952,7409.5199999999995,0.8333333333333334,3.2857142857142856,1.0,3.0,0,Occasional Moderate-Value Customers,0
11691,9,907.0500000000001,8163.450000000001,0.75,4.25,3.0,4.0,1,Frequent High-Value Customers,0
11692,12,776.4883333333333,9317.86,1.0,4.714285714285714,4.0,2.0,1,Frequent High-Value Customers,0
11693,9,659.1855555555555,5932.67,0.75,3.857142857142857,1.0,2.0,0,Occasional Moderate-Value Customers,0
11694,8,871.75,6974.0,0.6666666666666666,3.6666666666666665,3.0,2.0,0,Occasional Moderate-Value Customers,0
11695,7,626.75,4387.25,0.5833333333333334,3.857142857142857,1.0,3.0,0,Occasional Moderate-Value Customers,0
11696,9,566.7422222222223,5100.68,0.75,4.285714285714286,2.0,1.0,0,Occasional Moderate-Value Customers,0
11697,11,861.0754545454546,9471.83,0.9166666666666666,3.3,3.0,1.0,1,Frequent High-Value Customers,0
11698,6,611.635,3669.81,0.5,3.8333333333333335,0.0,4.0,0,Occasional Moderate-Value Customers,0
11699,9,654.2666666666667,5888.4,0.75,3.875,5.0,1.0,0,Occasional Moderate-Value Customers,0
11700,9,556.2888888888889,5006.6,0.75,4.142857142857143,4.0,0.0,0,Occasional Moderate-Value Customers,0
11701,6,617.28,3703.68,0.5,3.6666666666666665,1.0,2.0,0,Occasional Moderate-Value Customers,0
11702,9,628.7177777777778,5658.46,0.75,3.75,1.0,0.0,0,Occasional Moderate-Value Customers,0
11703,5,850.6020000000001,4253.01,0.4166666666666667,4.8,3.0,1.0,0,Occasional Moderate-Value Customers,0
11704,12,615.5208333333334,7386.25,1.0,4.416666666666667,1.0,6.0,1,Frequent High-Value Customers,0
11705,17,935.0629411764705,15896.07,1.4166666666666667,4.5625,4.0,4.0,1,Frequent High-Value Customers,-1
11706,11,917.7036363636363,10094.74,0.9166666666666666,3.4,6.0,4.0,1,Frequent High-Value Customers,0
11707,6,1016.665,6099.99,0.5,3.3333333333333335,0.0,2.0,0,Occasional Moderate-Value Customers,0
11708,9,604.9122222222222,5444.21,0.75,4.166666666666667,3.0,2.0,0,Occasional Moderate-Value Customers,0
11709,11,759.3445454545455,8352.79,0.9166666666666666,4.363636363636363,2.0,3.0,1,Frequent High-Value Customers,0
11710,8,816.3887500000001,6531.110000000001,0.6666666666666666,3.125,1.0,2.0,0,Occasional Moderate-Value Customers,0
11711,7,961.5771428571428,6731.04,0.5833333333333334,3.8333333333333335,3.0,2.0,0,Occasional Moderate-Value Customers,0
11712,9,712.1922222222222,6409.73,0.75,3.75,3.0,3.0,0,Occasional Moderate-Value Customers,0
11713,7,460.95285714285717,3226.67,0.5833333333333334,3.142857142857143,2.0,3.0,0,Occasional Moderate-Value Customers,0
11714,9,748.2177777777778,6733.96,0.75,3.25,4.0,3.0,0,Occasional Moderate-Value Customers,0
11715,6,535.6366666666667,3213.8199999999997,0.5,4.0,2.0,3.0,0,Occasional Moderate-Value Customers,0
11716,14,871.0042857142856,12194.06,1.1666666666666667,4.363636363636363,2.0,2.0,1,Frequent High-Value Customers,0
11717,8,641.7225,5133.78,0.6666666666666666,3.625,4.0,2.0,0,Occasional Moderate-Value Customers,0
11718,10,773.646,7736.46,0.8333333333333334,3.5,3.0,2.0,0,Occasional Moderate-Value Customers,0
11719,16,613.651875,9818.43,1.3333333333333333,4.1875,5.0,1.0,1,Frequent High-Value Customers,0
11720,14,539.0842857142858,7547.18,1.1666666666666667,3.9285714285714284,6.0,5.0,1,Frequent High-Value Customers,0
11721,10,637.2230000000001,6372.2300000000005,0.8333333333333334,3.6666666666666665,3.0,1.0,0,Occasional Moderate-Value Customers,0
11722,9,729.0955555555555,6561.86,0.75,4.285714285714286,3.0,3.0,0,Occasional Moderate-Value Customers,0
11723,11,552.1109090909091,6073.22,0.9166666666666666,3.4545454545454546,3.0,5.0,1,Frequent High-Value Customers,0
11724,7,443.70142857142855,3105.91,0.5833333333333334,4.0,3.0,2.0,0,Occasional Moderate-Value Customers,0
11725,16,530.90625,8494.5,1.3333333333333333,4.357142857142857,0.0,5.0,1,Frequent High-Value Customers,-1
11726,6,651.005,3906.0299999999997,0.5,3.6,2.0,1.0,0,Occasional Moderate-Value Customers,0
11727,14,655.8764285714286,9182.27,1.1666666666666667,4.3076923076923075,7.0,6.0,1,Frequent High-Value Customers,0
11728,15,455.6633333333333,6834.95,1.25,3.9285714285714284,3.0,4.0,1,Frequent High-Value Customers,0
11729,11,780.7590909090909,8588.35,0.9166666666666666,3.5,3.0,1.0,1,Frequent High-Value Customers,0
11730,11,727.83,8006.13,0.9166666666666666,3.9,2.0,3.0,1,Frequent High-Value Customers,0
